disease_target_phase,primary_use_case,assay_aim,assay_target,target_analyte,drug_resistance_target,other_drug_resistance_target,validated_sample_types,other_validated_sample_type,submission_id,submission_title,manufacturer,country,region,stage_of_development,regulatory_status,other_regulatory_status,target_pathogen,planned_market_entry,type_of_technology,technology_principle,test_format,instrument_requirement,lab_vs_poc,readout_technology,resistance_marker,other_test_format,level_of_automation,self_testing_self_collection,time_to_results_excl_prep,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,target_patient_group,type_data_source,study_type,performance_submission_title,sensitivity,sensitivity_ci_low,sensitivity_ci_up,specificity,specificity_ci_low,specificity_ci_up,total_number_samples,sample_type,number_positive_samples,number_negative_samples,city,permalink,country_tmp,city2,lat,lng,who_technology_class,who_pipe
Latent,"Monitoring (treatment, immune status, patient)",Host Response,RNA,Private,Not applicable,NA,Whole Blood,NA,a2r69000007lbL7,ISIT-TB,bioMérieux,France,European Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,Lab-based,Fluorescence,Private,NA,Unknown,Intended for professional use only,60,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Marcy l'Etoile,https://biomerieux-diagnostics.com,France,"Marcy l'Etoile, France",45.78102875,4.70581245,Not applicable,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,Antigen,Private,Not applicable,NA,Plasma; Serum,NA,a2r69000007lbFC,NanoDetect-TB test,NanoPin Technologies,United States,Region of the Americas,Regulatory Status Unknown,None,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Private,Laboratory-developed test (LDT),Standard lab instrumentation is required,Lab-based,Other,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,NEW ORLEANS,https://nanopintech.com,United States,"NEW ORLEANS, United States",29.95176315,-90.07461548,Not applicable,Pipe
Active,Triage/Screening,Tuberculosis,DNA,Private,Not applicable,NA,Other,tongue,a2r69000007lbAY,LumiraDx MTB qSTAR Test,LumiraDx Limited,United Kingdom,European Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,2023,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Electrochemical,Private,chip based,Automated (excluding sample preparation),Intended for professional use only,15,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,London,https://lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions,United Kingdom,"London, United Kingdom",51.50682449,-0.12611847,Low complexity,Pipe
Active,"Monitoring (treatment, immune status, patient)",Host Response,RNA,Private,Not applicable,NA,Whole Blood,NA,a2r69000007lb97,Xpert MTB Host Response assay,Cepheid,United States,Region of the Americas,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Sunnyvale,https://cepheid.com,United States,"Sunnyvale, United States",37.3736763,-122.03657532,Low complexity,Pipe
Active,Triage/Screening,Tuberculosis,Antigen,Private,Not applicable,NA,Whole Blood,NA,a2r69000007lbLG,Simoa SR-X,Quanterix,United States,Region of the Americas,Early Stage Development (partial prototype),Unknown,NA,Mycobacterium Tuberculosis,Unknown,Immunoassay,Private,Unspecified,A proprietary/new instrument is required,Lab-based,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Lexington,https://quanterix.com,United States,"Lexington, United States",38.0463562,-84.49702454,Not applicable,Pipe
Latent,Triage/Screening,Tuberculosis,Antigen,Interferon Gamma,Not applicable,NA,Whole Blood,Blood stimulation tubes,a2r69000007lbFF,QuantiFERON-TB Gold Plus (QFT-Plus),QIAGEN GmbH,United States,Region of the Americas,Regulatory Achieved,Brazil ANVISA; CE-IVDD; China NMPA; US FDA PMA; WHO recommended,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,ELISA/EIA; IGRA,Chemiluminescent Immunoassay (CLIA),Standard lab instrumentation is required,Lab-based,Colorimetric,Not applicable,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Germantown,https://www.qiagen.com,United States,"Germantown, United States",35.08452988,-89.78726959,Not applicable,WHO
Active,Triage/Screening,Tuberculosis,Antibody (serological),Private,Not applicable,NA,Whole Blood,NA,a2r69000007lb8u,MARTI point-of-care TB diagnostic test,MARTI TB Diagnostics (Pty) Ltd,South Africa,African Region,Late Stage Development (fully functional prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Immunoassay,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Electrochemical,Private,NA,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Pretoria,https://martidiagnostic.com,South Africa,"Pretoria, South Africa",-25.74601936,28.18712044,Not applicable,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,Private,Not applicable,NA,Unknown,NA,a2r69000007lb90,Q-POC - TB Assay,QuantuMDx Group Limited,United Kingdom,European Region,Early Stage Development (partial prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Molecular,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Newcastle upon Tyne,https://quantumdx.com,United Kingdom,"Newcastle upon Tyne, United Kingdom",54.97790527,-1.6086086,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone,SLID resistance,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8m,GenoType MTBDRsl VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,embB; gyrA; rrs,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,SLID detection from  culture (indirect),76.5,63.3,86,99.1,97.3,99.7,1921,Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone,SLID resistance,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8m,GenoType MTBDRsl VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,embB; gyrA; rrs,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,SLID detection from sputum (direct),87,38.1,98.6,99.5,93.6,100,1639,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8m,GenoType MTBDRsl VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,embB; gyrA; rrs,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,FLQ detection from culture (indirect),85.6,79.2,90.4,98.5,95.7,99.5,2233,Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8m,GenoType MTBDRsl VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,embB; gyrA; rrs,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,FLQ detection from sputum (direct),86.2,74.6,93,98.6,96.9,99.4,1771,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone,XDR-TB resistance,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8m,GenoType MTBDRsl VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,embB; gyrA; rrs,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,XDR-TB detection from culture (indirect),70.9,42.9,88.8,98.8,96.1,99.6,880,Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone,XDR-TB resistance,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8m,GenoType MTBDRsl VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,embB; gyrA; rrs,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,XDR-TB detection from sputum (direct),69.4,38.8,89,99.4,95,99.3,1420,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Other,Independent,TB Detection,0,0,0,0,0,0,0,Sputum,0,0,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Other,Independent,Fluoroquinolone resistance,0,0,0,0,0,0,0,Sputum,0,0,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,SLID resistance,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Other,Independent,SLID resistance,0,0,0,0,0,0,0,Sputum,0,0,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Instructions for Use (IFU),Company-Sponsored,TB detection from sputum,98.8,0,0,89.6,0,0,331,Sputum,259,72,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Instructions for Use (IFU),Company-Sponsored,FLQ detection from sputum,93.1,0,0,100,0,0,251,Sputum,54,197,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Instructions for Use (IFU),Company-Sponsored,AMK detection from sputum,94.7,0,0,98.1,0,0,251,Sputum,40,211,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Instructions for Use (IFU),Company-Sponsored,CAP detection from sputum,90,0,0,98.1,0,0,251,Sputum,40,211,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Ethambutol; Fluoroquinolone; Kanamycin,NA,Sputum; Sputum Culture,Sputum Culture isolates,a2r69000007lb8n,GenoType MTBDRsl VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,eis promoter; gyrA; gyrB; rrs,NA,Manual,Intended for professional use only,300,Yes,No,Active TB,Instructions for Use (IFU),Company-Sponsored,KAN detection from sputum,94.8,0,0,96.6,0,0,251,Sputum,79,172,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,Private,Amikacin; Ethambutol; Fluoroquinolone; Linezolid,NA,Sputum; Sputum Culture,liquid Sputum Culture from Mgit,a2r69000007lb8q,LiquidArray MTB-XDR VER 1.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Private,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,Pipe
Latent,Triage/Screening,Tuberculosis,Antigen,Private,Not applicable,NA,Whole Blood,NA,a2r69000007lbFG,LIAISON QuantiFERON-TB Gold Plus assay,QIAGEN GmbH,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA PMA,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Private,Chemiluminescent Immunoassay (CLIA),A proprietary/new instrument is required,Lab-based,Colorimetric,Private,NA,Automated (excluding sample preparation),Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Germantown,https://www.qiagen.com,United States,"Germantown, United States",35.08452988,-89.78726959,Not applicable,Pipe
Latent,Triage/Screening,Tuberculosis,Antigen,Private,Not applicable,NA,Whole Blood,NA,a2r69000007lbLF,QIAReach QuantiFERON-TB,QIAGEN GmbH,United States,Region of the Americas,Regulatory Achieved,CE-IVDD,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Private,Cartridge-based processing,A proprietary/new instrument is required,near Point of Care,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,1440,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Germantown,https://www.qiagen.com,United States,"Germantown, United States",35.08452988,-89.78726959,Low complexity,Pipe
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,MTB 16S rRNA; Other,Not applicable,NA,Bronchoalveolar lavage; Sputum; Other,Sputum Sediment,a2r69000007lbFI,cobas MTB,Roche Diagnostics International AG,Switzerland,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,Not applicable,NA,Manual,Intended for professional use only,NA,Yes,Yes,Active TB,Instructions for Use (IFU),Company-Sponsored,TB detection from sputum,98.9,96.9,99.7,98.2,96.1,99.3,NA,Sputum,NA,NA,Rotkreuz,https://molecular.roche.com,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis,DNA,MTB 16S rRNA; Other,Not applicable,NA,Bronchoalveolar lavage; Sputum; Other,Sputum Sediment,a2r69000007lbFI,cobas MTB,Roche Diagnostics International AG,Switzerland,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,Not applicable,NA,Manual,Intended for professional use only,NA,Yes,No,Active TB,Instructions for Use (IFU),Company-Sponsored,TB detection from sputum,98.9,96.9,99.7,98.2,96.1,99.3,0,Sputum,0,0,Rotkreuz,https://molecular.roche.com,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001,Moderate complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Isoniazid; Rifampicin,NA,Sputum; Sputum Culture; Other,bronchial material; Aspirates,a2r69000007lbEv,GenoType MTBDRplus VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,inhA promoter; katG; rpoB,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,RIF detection from sputum,95.8,92.6,97.6,98.4,96.9,99.2,NA,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Isoniazid; Rifampicin,NA,Sputum; Sputum Culture; Other,bronchial material; Aspirates,a2r69000007lbEv,GenoType MTBDRplus VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,inhA promoter; katG; rpoB,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,INH detection from sputum,94.5,91.4,96.5,99.3,92.6,100,NA,Sputum,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Isoniazid; Rifampicin,NA,Sputum; Sputum Culture; Other,bronchial material; Aspirates,a2r69000007lbEv,GenoType MTBDRplus VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,inhA promoter; katG; rpoB,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,RIF detection from culture isolates,91.3,86,95,98,94.3,98.7,NA,Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,MTB 23S rRNA,Isoniazid; Rifampicin,NA,Sputum; Sputum Culture; Other,bronchial material; Aspirates,a2r69000007lbEv,GenoType MTBDRplus VER 2.0,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD; WHO recommended,WHO recommended,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Hybridization,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Colorimetric,inhA promoter; katG; rpoB,NA,Manual,Intended for professional use only,300,Yes,Yes,Active TB,Other,Independent,INH detection from culture isolates,89.4,84.3,93.3,98.9,96,99.9,NA,Sputum Culture,NA,NA,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,High complexity,WHO
Active,Diagnostic/confirmatory test,Tuberculosis + Drug Resistance,DNA,Private,Not applicable,NA,Sputum; Sputum Culture,liquid Sputum Culture from Mgit,a2r69000007lbF1,FluoroType Mycobacteria VER 1.0 PCR Kit,Hain Lifescience GmbH,Germany,European Region,Regulatory Achieved,CE-IVDD,NA,Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species,Already on the market (commercialized),Molecular,Private,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Lab-based,Fluorescence,Private,NA,Automated (excluding sample preparation),Intended for professional use only,180,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Nehren,https://hain-lifescience.de/en/,Germany,"Nehren, Germany",48.43112564,9.06929016,Moderate complexity,Pipe
Latent,Triage/Screening,Tuberculosis,Antigen,MTB CFP-10; MTB ESAT-6,Not applicable,NA,Other,injection under skin,a2r69000007lbF3,Diaskintest,Generium,Russian Federation,European Region,Regulatory Achieved,WHO recommended,NA,Mycobacterium Tuberculosis,Already on the market (commercialized),Immunoassay,Host Immune Response,Other,No instrumentation is required,True Point of Care,Colorimetric,Not applicable,Injectable,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Moscow,https://generium.ru/en,Russian Federation,"Moscow, Russian Federation",55.75654221,37.61492157,Not applicable,WHO
Active,Triage/Screening,Tuberculosis,Antigen,Private,Not applicable,NA,Finger prick blood,NA,a2r69000007lbEw,TB Triage multiplex LFA,Leiden Unversity Medical Center,Netherlands,European Region,Early Stage Development (partial prototype),None,NA,Mycobacterium Tuberculosis,Unknown,Immunoassay,Private,Rapid diagnostic test (strip or cassette),No instrumentation is required,near Point of Care,Colorimetric,Private,NA,Manual,Intended for professional use only,NA,Yes,NA,NA,NA,Company-Sponsored,NA,0,0,0,0,0,0,0,NA,0,0,Leiden,https://lumc.nl,Netherlands,"Leiden, Netherlands",52.16108704,4.49015284,Low complexity,Pipe
