submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,target_pathogen,stage_of_development,country,region,permalink,regulatory_status,sensitivity,specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,city,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_na,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,country_tmp,city2,lat,lng,disease_target
a2r69000007lbsD,NA,06.07.2023,"BGI PathoGenesis Pharmaceutical Technology Co.,ltd.",Rapid Identification Kit for B.1.1.7 lineage (N501Y and P681H) of SARS-CoV-2 (AR,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://bgi.com,CE-IVDD,NA,NA,Molecular,RNA,S gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Oropharyngeal swab; Sputum,NA,NA,Unknown,Alpha,Shenzhen,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Shenzhen, China",22.54368019,114.0579071,Covid-19
a2r69000007lbsE,NA,06.07.2023,"Shenzhen Bioeasy Biotechnology Co., ltd.",2019-nCoV Antigen Rapid Test (Immunochromatography Assay),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://bioeasy.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (in development),Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Shenzhen,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,China,"Shenzhen, China",22.54368019,114.0579071,Covid-19
a2r69000007lbsF,NA,06.07.2023,IMUNODIAGNOSTIKA,SARS-CoV-2 S IgG ELISA,SARS-CoV-2,Regulatory Achieved,Lithuania,European Region,https://imunodiagnostika.lt/en,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Vilnius,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lithuania,"Vilnius, Lithuania",54.68704605,25.2829113,Covid-19
a2r69000007lbsG,NA,06.07.2023,"Xiamen Biotime Biotechnology Co., Ltd.",SwiftFlex COVID-19 Antigen Home Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://xiamenbiotime.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,Unknown,Not applicable,Xiamen,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Xiamen, China",24.47950935,118.08947754,Covid-19
a2r69000007lbsL,NA,06.07.2023,"CTK Biotech, Inc.",OnSite COVID-19 IgG/IgM Rapid Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://ctkbiotech.com,Australia TGA; Brazil ANVISA; CE-IVDD; Other,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Poway,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Poway, United States",32.98637009,-117.02349091,Covid-19
a2r69000007lbsM,NA,06.07.2023,Acro Biotech Inc.,SARS-CoV-2 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://acrobiotech.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,Rancho Cucamonga,Yes,NA,NA,NA,NA,NA,Unknown,No impact (analytical/clinical studies conducted),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,Covid-19
a2r69000007lbsN,NA,06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",Juschek COVID-19 Antigen Rapid Test (Oral Fluid),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://alltests.com.cn,Chile ANAMED,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Saliva,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbsP,NA,06.07.2023,"Hangzhou Testsea Biotechnology Co.,ltd.",Medriva COVID-19 Antigen test cassette (Nasal),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://testsealabs.de,Australia TGA; CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbsQ,NA,06.07.2023,"Shenzhen Dymind Biotechnology Co.,ltd.",SARS-CoV-2 Neutralizing Antibody Test Kit(Colloidal Gold),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://covid19solutions.dymind.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),Neutralizing Antibodies,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Shenzhen,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Shenzhen, China",22.54368019,114.0579071,Covid-19
a2r69000007lbsR,NA,06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",COVID-19 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://alltests.com.cn,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbsS,NA,06.07.2023,Fujirebio Inc.,ESPLINE SARS-CoV-2,SARS-CoV-2,Regulatory Achieved,Japan,Western Pacific Region,https://fujirebio.com/en,CE-IVDD; Japan MHLW,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Tokyo,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan,"Tokyo, Japan",35.68955231,139.69181824,Covid-19
a2r69000007lbsT,NA,06.07.2023,Roche Molecular Systems,cobas SARS-CoV-2,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://diagnostics.roche.com,Australia TGA; Health Canada; Japan MHLW; Korea MFDS; US FDA EUA,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab,Yes,NA,Unknown,Not applicable,Pleasanton,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Pleasanton, United States",37.65843582,-121.8769989,Covid-19
a2r69000007lbsU,NA,06.07.2023,Roche Molecular Systems,cobas SARS-CoV-2 & Influenza A/B,Influenza A; Influenza B; SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://diagnostics.roche.com,Australia TGA; Health Canada; Japan MHLW; Korea MFDS; MHRA UK; US FDA EUA,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab,Yes,NA,Unknown,Not applicable,Pleasanton,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"Pleasanton, United States",37.65843582,-121.8769989,Covid-19
a2r69000007lbsV,NA,06.07.2023,"Sophonix Co.,ltd.",SARS-CoV-2 IgG CLIA test Kit,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://en.sophonix.net,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA; Chemiluminescent immunoassay (CLIA),Other,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum,Yes,NA,Unknown,Not applicable,Beijing,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Beijing, China",39.9078064,116.39758301,Covid-19
a2r69000007lbsW,NA,06.07.2023,SQI Diagnostics,TripleLock SARS-CoV2 RT-qPCR Test,SARS-CoV-2,Regulatory Achieved,Canada,Region of the Americas,https://sqidiagnostics.com/covid-19,Health Canada,NA,NA,Molecular,RNA,E gene; Other,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,Canada,Canada,62.57398605,-96.60810852,Covid-19
a2r69000007lbsX,NA,06.07.2023,"ACON Biotech (Hangzhou) Co., ltd.",SARS-CoV-2 & Influenza A/B Ag Combo Rapid Test,Influenza A; Influenza B; SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://aconbio.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein; Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbsY,NA,06.07.2023,Acro Biotech Inc.,COVID-19 and Influenza A+B Antigen Combo Rapid Test (Nasopharyngeal Swab),Influenza A; Influenza B; SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://acrobiotech.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein; Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Rancho Cucamonga,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,Covid-19
a2r69000007lbsZ,NA,06.07.2023,A. Menarini Diagnostics,Antigen rapid test cassette Sars-Cov-2 (Swab),SARS-CoV-2,Regulatory Achieved,Italy,European Region,https://menarinidiagnostics.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Italy,Italy,43.52555084,12.1600008,Covid-19
a2r69000007lbsa,NA,06.07.2023,Albert Einstein College of Medicine,Panbio Covid-19 Ag Rapid Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://einsteinmed.org,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,Unknown,Not applicable,"Bronx,",Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Bronx,, United States",40.8261528,-73.92033386,Covid-19
a2r69000007lbsb,NA,06.07.2023,Abioteq GmbH,Cora Gentest-19,SARS-CoV-2,Regulatory Achieved,Germany,European Region,https://abioteq.de,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,Germany,51.09198761,10.38080788,Covid-19
a2r69000007lbsc,NA,06.07.2023,"Absology Co., ltd.",Absoludy COVID-19 Ag,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://absology.co.kr,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Cartridge-based processing,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Nasopharyngeal swab,Unknown,NA,Unknown,Not applicable,Anyang City,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Anyang City, Korea, Republic of",37.39424896,126.9205246,Covid-19
a2r69000007lbsd,NA,06.07.2023,"Absology Co., ltd.",Absoludy COVID-19 Ag Rapid,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://absology.co.kr,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Anyang City,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Anyang City, Korea, Republic of",37.39424896,126.9205246,Covid-19
a2r69000007lbse,NA,06.07.2023,"AccuBioTech Co., ltd.",Accu-Tell COVID-19 Antigen Cassette (Nasal Swab),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://accubiotech.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,Beijing,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Beijing, China",39.9078064,116.39758301,Covid-19
a2r69000007lbsf,NA,06.07.2023,CALTH Inc.,AllCheck COVID19 Ag Nasal,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://thecalth.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,"Seongnam-si, Gyeonggi-do",Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Seongnam-si, Gyeonggi-do, Korea, Republic of",37.44055557,127.13583374,Covid-19
a2r69000007lbsg,NA,06.07.2023,Changsha Sinocare Inc.,SARS-CoV-2 Antigen Test Kit (Colloidal Gold Method),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://sinocareintl.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Changsha,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Changsha, China",28.22805977,112.93891907,Covid-19
a2r69000007lbsh,NA,06.07.2023,"Changzhou Biowin Pharmaceutical Co.,Ltd.",Novel Coronavirus (COVID-19) Antigen Test Kit (Colloidal Gold) For Saliva),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://czbiowin.cn,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,China,36.55937195,103.7533493,Covid-19
a2r69000007lbsi,NA,06.07.2023,"Changzhou Biowin Pharmaceutical Co.,Ltd.",Novel Coronavirus (COVID-19) Antigen Test Kit(Colloidal Gold),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://czbiowin.cn,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,China,36.55937195,103.7533493,Covid-19
a2r69000007lbsj,NA,06.07.2023,Acro Biotech Inc.,SARS-CoV-2/Influenza A+B/RSV/Adenovirus/M.pneumoniae Antigen Combo Rapid Test,Adenovirus; Influenza A; Influenza B; Mycoplasma pneumoniae; Respiratory Syncytial Virus (RSV); SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://acrobiotech.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein; Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Rancho Cucamonga,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,Covid-19
a2r69000007lbsk,NA,06.07.2023,Actim Oy,Actim SARS-CoV-2 + Actim Influenza A&B,Influenza A; Influenza B; SARS-CoV-2,Regulatory Achieved,Finland,European Region,https://actimtest.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein; Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Joensuu,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Finland,"Joensuu, Finland",62.60057449,29.76221275,Covid-19
a2r69000007lbsl,NA,06.07.2023,"Bioantibody Biotechnology Co., Ltd.",SARS-CoV-2 Saliva Antigen Rapid Detection Kit (Latex Chromatography),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://bioantibody.net,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,NA,NA,Unknown,Not applicable,Nanjing,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Nanjing, China",32.05852509,118.7964859,Covid-19
a2r69000007lbsm,NA,06.07.2023,Anbio Biotechnology Inc.,Rapid COVID-19 Antigen Testï¼Colloidal Goldï¼,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://anbio.com,CE-IVDD,NA,NA,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Oropharyngeal swab; Saliva,NA,NA,Unknown,Not applicable,XIAMEN,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"XIAMEN, China",24.47950935,118.08947754,Covid-19
a2r69000007lbsn,NA,06.07.2023,"Anhui Formaster Biosci Co., Ltd.",New Coronavirus (COVID-19) Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://for-master.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,China,36.55937195,103.7533493,Covid-19
a2r69000007lbso,NA,06.07.2023,"Anhui Formaster Biosci Co., Ltd.",New Coronavirus (COVID-19) Antigen Rapid Test (saliva),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://for-master.com,CE-IVDD,NA,NA,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,China,36.55937195,103.7533493,Covid-19
a2r69000007lbsp,NA,06.07.2023,"ANHUI DEEPBLUE MEDICAL TECHNOLOGY CO., LTD.",COVID-19 (SARS-CoV-2) Antigen Test Kit (Colloidal Gold) - Nasal Swab,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://dbluemedical.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,"Hefei, Anhui，CHINA",Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Hefei, Anhui，CHINA, China",31.82052612,117.22711182,Covid-19
a2r69000007lbsq,NA,06.07.2023,"Atlas Link Technology Co., Ltd.",NOVA Test SARS-CoV-2 Antigen Rapid Test Kit (Nasal Swab),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://atlas-link.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,HeBei,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"HeBei, China",39.30455017,115.00488281,Covid-19
a2r69000007lbsr,NA,06.07.2023,"Autobio Diagnostics Co., Ltd.",SARS-CoV-2 Ag Rapid Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://en.autobio.com.cn,CE-IVDD,NA,NA,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Zhengzhou,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Zhengzhou, China",34.74718857,113.62535095,Covid-19
a2r69000007lbss,NA,06.07.2023,AVALUN SAS,Ksmart SARS-COV2 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,France,European Region,https://avalun.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab,Yes,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,France,France,46.62480927,2.45837688,Covid-19
a2r69000007lbst,NA,06.07.2023,Azure Biotech Inc,Dia Sure COVID-19 Antigen Rapid Test Device,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://azure.bio,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,United States,39.50357056,-99.01833344,Covid-19
a2r69000007lbsu,NA,06.07.2023,Biocomma limited,biocomma COVID-19 Antigen Test Kit,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://biocomma.com,CE-IVDD,NA,NA,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,China,36.55937195,103.7533493,Covid-19
