disease_target,manufacturer,submission_id,submission_title,country,region,type_of_technology,stage_of_development,regulatory_status,target_pathogen,serovar_subtype,assay_target,target_analyte,test_format,lab_vs_poc,validated_sample_types,city,instrument_name,test_to_be_listed_on_finds_web_page,permalink,country_tmp,city2,lat,lng
Dengue,Mexacare Diagnostics GmbH,a2r69000007lbhP,Dengue IgG/IgM/NS1 Dengue Combination Rapid Test,Germany,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Heidelberg,NA,Yes,https://mexacare.com,Germany,"Heidelberg, Germany",49.4019165,8.68029976
Dengue,Mexacare Diagnostics GmbH,a2r69000007lbhO,Dengue IgG/IgM Rapid Test,Germany,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Heidelberg,NA,Yes,https://mexacare.com,Germany,"Heidelberg, Germany",49.4019165,8.68029976
Dengue,Mexacare Diagnostics GmbH,a2r69000007lbhQ,Dengue NS1 Antigen Rapid Test,Germany,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Heidelberg,NA,Yes,https://mexacare.com,Germany,"Heidelberg, Germany",49.4019165,8.68029976
Dengue,"MiCo BioMed Co., Ltd.",a2r69000007lbhU,Veri-Q pan-Dengue virus Detection Kit,"Korea, Republic of",Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Seongnam-si,NA,Yes,https://micobiomed.com,South Korea,"Seongnam-si, Korea, Republic of",37.44055557,127.13583374
Chikungunya; Dengue; Zika virus disease,"MiCo BioMed Co., Ltd.",a2r69000007lbfc,Zika/Chikungunya/Dengue virus Multiplex Detection Kit,"Korea, Republic of",Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus; Zika virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Seongnam-si,NA,Yes,https://micobiomed.com,South Korea,"Seongnam-si, Korea, Republic of",37.44055557,127.13583374
Dengue,"Monocent, Inc.",a2r69000007lbfh,Dengue Virus Ns1,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Canoga Park,NA,Yes,https://monocent.com,United States,"Canoga Park, United States",34.20101929,-118.60593414
Enteric fever; Typhoid fever,"Monocent, Inc.",a2r69000007lbfj,S. typhi IgG/IgM,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Canoga Park,NA,Yes,https://monocent.com,United States,"Canoga Park, United States",34.20101929,-118.60593414
Enteric fever; Typhoid fever,"Monocent, Inc.",a2r69000007lbfi,S. typhi antigen,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Stool; Whole Blood,Canoga Park,NA,Yes,https://monocent.com,United States,"Canoga Park, United States",34.20101929,-118.60593414
Dengue,"Monocent, Inc.",a2r69000007lbfg,Dengue IgG/IgM,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Canoga Park,NA,Yes,https://monocent.com,United States,"Canoga Park, United States",34.20101929,-118.60593414
Enteric fever; Paratyphoid fever; Typhoid fever,"Monocent, Inc.",a2r69000007lbft,S. typhi/paratyphi antig.en,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Paratyphi; Salmonella Typhi,Unspecified,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Stool; Whole Blood,Canoga Park,NA,Yes,https://monocent.com,United States,"Canoga Park, United States",34.20101929,-118.60593414
Dengue,MP Biomedicals,a2r69000007lbqP,ASSURE Dengue IgA Rapid Test,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgA,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,Irvine,NA,Yes,https://mpbio.com,United States,"Irvine, United States",33.68590927,-117.82472229
Chikungunya; Dengue,Mylab Discovery Solutions Pvt. Ltd.,a2r69000007lbgg,Dengue And Chickungunya Screening Kit,India,South-East Asian Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Pune,NA,Yes,https://mylabglobal.com,India,"Pune, India",18.52890396,73.8743515
Dengue,Mylab Discovery Solutions Pvt. Ltd.,a2r69000007lbgh,Mylab Dengue Testing Kit,India,South-East Asian Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Pune,NA,Yes,https://mylabglobal.com,India,"Pune, India",18.52890396,73.8743515
Dengue,nal von minden GmbH,a2r69000007lbfy,Dengue NS1 Ag + IgG/IgM test,Germany,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Moers,NA,Yes,https://nal-vonminden.com,Germany,"Moers, Germany",51.45304871,6.62174511
Dengue,"NanoEntek, Inc.",a2r69000007lbg5,Dengue IgG/IgM/NS1 Dengue Combination card,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Seoul,NA,Yes,https://nanoentek.com/?lang=en,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748
Dengue,"NanoEntek, Inc.",a2r69000007lbg2,Dengue IgG/IgM Rapid Card,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Seoul,NA,Yes,https://nanoentek.com/?lang=en,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748
Dengue,"NanoEntek, Inc.",a2r69000007lbg6,Dengue NS1 Antigen Rapid Card,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Seoul,NA,Yes,https://nanoentek.com/?lang=en,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748
Mpox,"NINGBO LVTANG BIOTECHNOLOGY CO., LTD.",a2r69000007lbHX,Monkeypox Antigen Detection Kit ( Lateral Flow Method),China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Mpox virus,Unspecified,Antigen,MPX A29L antigen,Rapid diagnostic test (strip or cassette),True Point of Care,Finger prick blood; Lesion crusts; Lesion fluid; Lesion roof; Venous blood; Whole Blood,Ningbo City,NA,Yes,https://lvtangbio.com,China,"Ningbo City, China",29.86007118,121.62428284
Dengue,Novacyt Group,a2r69000007lbZj,Dengue Virus Path-DENG,United Kingdom,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Purified RNA,Chandler's Ford,NA,Yes,https://novacyt.com,United Kingdom,"Chandler's Ford, United Kingdom",50.9879303,-1.37408686
Chikungunya; Dengue; Zika virus disease,Novacyt Group,a2r69000007lbaF,"Dengue, Zika and Chikungunya Virus Multiplex kit",United Kingdom,European Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus; Zika virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Chandler's Ford,NA,Yes,https://novacyt.com,United Kingdom,"Chandler's Ford, United Kingdom",50.9879303,-1.37408686
Chikungunya; Dengue; Zika virus disease,Novacyt Group,a2r69000007lbaG,"Dengue, ZIKV and Chikungunya Virus Multiplex kit",United Kingdom,European Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus; Zika virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Purified RNA,Chandler's Ford,NA,Yes,https://novacyt.com,United Kingdom,"Chandler's Ford, United Kingdom",50.9879303,-1.37408686
Dengue,Novacyt Group,a2r69000007lbZh,Dengue Subtyping Multiplex Kit,United Kingdom,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Chandler's Ford,NA,Yes,https://novacyt.com,United Kingdom,"Chandler's Ford, United Kingdom",50.9879303,-1.37408686
Dengue,Novacyt Group,a2r69000007lbZi,Dengue Virus,United Kingdom,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Chandler's Ford,NA,Yes,https://novacyt.com,United Kingdom,"Chandler's Ford, United Kingdom",50.9879303,-1.37408686
Dengue,NovaTec Immundiagnostica GmbH,a2r69000007lbei,Dengue Virus NS1 Antigen,Germany,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,IA Reagent Kit,Lab-based,Unknown,Dietzenbach,NA,Yes,https://novatec-id.com,Germany,"Dietzenbach, Germany",50.00973892,8.77932072
Dengue,NTBIO Diagnostics Inc,a2r69000007lbf0,Dengue NS1 Antigen s/p/wb,Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Surrey,NA,Yes,https://ntbio.ca,Canada,"Surrey, Canada",49.10460281,-122.82350922
Dengue,NTBIO Diagnostics Inc,a2r69000007lbez,Dengue NS1 Antigen,Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Surrey,NA,Yes,https://ntbio.ca,Canada,"Surrey, Canada",49.10460281,-122.82350922
Dengue,NTBIO Diagnostics Inc,a2r69000007lbf2,Dengue2 (IgG/IgM + NS1 Combo) s/p/wb,Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Surrey,NA,Yes,https://ntbio.ca,Canada,"Surrey, Canada",49.10460281,-122.82350922
Dengue,NTBIO Diagnostics Inc,a2r69000007lbf1,Dengue2 (IgG/IgM + NS1 Combo),Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Surrey,NA,Yes,https://ntbio.ca,Canada,"Surrey, Canada",49.10460281,-122.82350922
Dengue,NTBIO Diagnostics Inc,a2r69000007lbej,Dengue IgG/IgM Ab,Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum,Surrey,NA,Yes,https://ntbio.ca,Canada,"Surrey, Canada",49.10460281,-122.82350922
Dengue; Zika virus disease,NTBIO Diagnostics Inc,a2r69000007lbf4,Zika/Dengue Combo,Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus; Zika virus,Unspecified,Unknown,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Surrey,NA,Yes,https://ntbio.ca,Canada,"Surrey, Canada",49.10460281,-122.82350922
Dengue,NZYTech,a2r69000007lbb2,"Dengue virus One-Step RT-qPCR Kit, RUO",Portugal,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Purified RNA,Lisboa,NA,Yes,https://nzytech.com,Portugal,"Lisboa, Portugal",38.70700836,-9.1356411
Chikungunya; Dengue; Zika virus disease,NZYTech,a2r69000007lbfa,"Deng/ZIKV/CHIKV Multiplex One-Step RT-qPCR Kit, RUO",Portugal,European Region,Molecular,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus; Zika virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Purified RNA,Lisboa,NA,Yes,https://nzytech.com,Portugal,"Lisboa, Portugal",38.70700836,-9.1356411
Gastroenteritis; Salmonellosis (Non-Typhoidal),NZYTech,a2r69000007lbb3,"Salmonella species Real-time PCR Kit, RUO",Portugal,European Region,Molecular,Regulatory Status Unknown,Unknown,Salmonella enterica,Unspecified,DNA,Salmonella invA,NAT reagent kit (open source),Lab-based,Unknown,Lisboa,NA,Yes,https://nzytech.com,Portugal,"Lisboa, Portugal",38.70700836,-9.1356411
Dengue,NZYTech,a2r69000007lbfb,"Dengue Multiplex One-Step RT-qPCR Kit, RUO (MD04071)",Portugal,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (open source),Lab-based,Purified RNA,Lisboa,NA,Yes,https://nzytech.com,Portugal,"Lisboa, Portugal",38.70700836,-9.1356411
Dengue,Oscar Medicare Pvt. ltd.,a2r69000007lbbO,Dengue IgG/IgM Rapid card,India,South-East Asian Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,New Delhi,NA,Yes,https://oscarmedcare.com,India,"New Delhi, India",28.63242531,77.21878815
Dengue,Oscar Medicare Pvt. ltd.,a2r69000007lbb4,Dengue Antigen+Antibodytest card,India,South-East Asian Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,New Delhi,NA,Yes,https://oscarmedcare.com,India,"New Delhi, India",28.63242531,77.21878815
Dengue,Oscar Medicare Pvt. ltd.,a2r69000007lbbP,Dengue NS1 Antigen Rapid Card,India,South-East Asian Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Unknown,New Delhi,NA,Yes,https://oscarmedcare.com,India,"New Delhi, India",28.63242531,77.21878815
Dengue,Pantest SA,a2r69000007lbbQ,Pantest Dengue IgG/IgM,Portugal,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Oliveira de Frades,NA,Yes,https://pantest.pt,Portugal,"Oliveira de Frades, Portugal",40.73141479,-8.17673016
Ebola virus disease,PCRMax,a2r69000007lbtl,Zaire ebolavirus,United Kingdom,European Region,Molecular,Regulatory Status Unknown,Unknown,Ebola virus,Zaire ebolavirus,RNA,Other,NAT reagent kit (open source),Lab-based,Purified RNA,Stone,NA,Yes,https://pcrmax.com,United Kingdom,"Stone, United Kingdom",52.90140533,-2.14515996
Dengue,"PRIME4DIA Co., ltd.",a2r69000007lbZf,Dengue IgG/IgM,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Anyang-si,NA,Yes,https://prime4dia.com,South Korea,"Anyang-si, Korea, Republic of",37.39424896,126.9205246
Dengue,"PRIME4DIA Co., ltd.",a2r69000007lbZg,Dengue NS1,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Anyang-si,NA,Yes,https://prime4dia.com,South Korea,"Anyang-si, Korea, Republic of",37.39424896,126.9205246
Gastroenteritis; Salmonellosis (Non-Typhoidal),Progenie Molecular S.L.U.,a2r69000007lbaH,Salmonella sp.,Spain,European Region,Molecular,Regulatory Status Unknown,Unknown,Salmonella spp.,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Valencia,NA,Yes,https://progenie-molecular.com,Spain,"Valencia, Spain",39.47023773,-0.37680489
Gastroenteritis; Salmonellosis (Non-Typhoidal),"Qingdao Jianma Gene Technology Co., ltd.",a2r69000007lbaM,Salmonella Nucleic Acid Detection Kit,China,Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Unknown,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,NA,NA,Yes,https://naidesw.com/newsdetail/18.html,China,China,36.55937195,103.7533493
Dengue,Rapid Labs ltd.,a2r69000007lbaQ,Dengue IgG/IgM Test whole blood/serum/plasma,United Kingdom,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Dengue,Rapid Labs ltd.,a2r69000007lbaP,Dengue IgG ELISA Kit,United Kingdom,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG,IA Reagent Kit,Lab-based,Unknown,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Dengue,Rapid Labs ltd.,a2r69000007lbaR,Dengue IgM ELISA Kit,United Kingdom,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgM,IA Reagent Kit,Lab-based,Unknown,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Chikungunya; Dengue,Rapid Labs ltd.,a2r69000007lbZm,Dengue + CHIK (IgG/IgM-CHIK IgM) whole blood/serum/plasma,United Kingdom,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Chikungunya virus; Dengue virus,Unspecified,Antibody (serological),Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Dengue,Rapid Labs ltd.,a2r69000007lbaN,Dengue Ag whole blood/serum/plasma,United Kingdom,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Dengue,Rapid Labs ltd.,a2r69000007lbaO,Dengue Ag ELISA Kit,United Kingdom,European Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,IA Reagent Kit,Lab-based,Unknown,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Ebola virus disease,Rapigen Inc.,a2r69000007lbLm,BIOCREDIT Ebola Ag Test; One Step Ebola Antigen Test,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Ebola virus,Zaire ebolavirus,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Suwon-si,NA,Yes,https://rapigen-inc.com,South Korea,"Suwon-si, Korea, Republic of",37.25973511,127.00894928
Dengue,Rapigen Inc.,a2r69000007lbaU,Dengue NS1 Ag,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Suwon-si,NA,Yes,https://rapigen-inc.com,South Korea,"Suwon-si, Korea, Republic of",37.25973511,127.00894928
Dengue,Rapigen Inc.,a2r69000007lbaT,Dengue IgG/IgM,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Suwon-si,NA,Yes,https://rapigen-inc.com,South Korea,"Suwon-si, Korea, Republic of",37.25973511,127.00894928
Dengue,Rapigen Inc.,a2r69000007lbaV,Dengue NS1 Ag + Ab Duo,"Korea, Republic of",Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Suwon-si,NA,Yes,https://rapigen-inc.com,South Korea,"Suwon-si, Korea, Republic of",37.25973511,127.00894928
Dengue,Response Biomedical Corp.,a2r69000007lbaX,RAMP dengue,Canada,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,Unknown,Unknown,Unspecified,near Point of Care,Other,Vancouver,RAMP 200 instrument,Yes,https://responsebio.com,Canada,"Vancouver, Canada",49.26356506,-123.13857269
Enteric fever; Typhoid fever,Reszon Diagnostics International Sdn Bhd,a2r69000007lbaa,Typhoid 3 Hours ELISA Test Kit,Malaysia,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,IA Reagent Kit,Lab-based,Serum,Shah Alam,NA,Yes,https://reszonics.com,Malaysia,"Shah Alam, Malaysia",3.07414651,101.51857758
Enteric fever; Typhoid fever,Reszon Diagnostics International Sdn Bhd,a2r69000007lbad,TYPHOID RAPID IgM TEST,Malaysia,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Shah Alam,NA,Yes,https://reszonics.com,Malaysia,"Shah Alam, Malaysia",3.07414651,101.51857758
Dengue,Reszon Diagnostics International Sdn Bhd,a2r69000007lbaZ,DENGUE RAPID TEST KIT DENGUE RAPID NS1 TEST,Malaysia,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Shah Alam,NA,Yes,https://reszonics.com,Malaysia,"Shah Alam, Malaysia",3.07414651,101.51857758
Dengue,Reszon Diagnostics International Sdn Bhd,a2r69000007lbaY,DENGUE RAPID TEST KIT DENGUE RAPID IgG/IgM TEST,Malaysia,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Shah Alam,NA,Yes,https://reszonics.com,Malaysia,"Shah Alam, Malaysia",3.07414651,101.51857758
Ebola virus disease,Sacace Biotechnologies,a2r69000007lbtg,New Ebola Zaire Virus Real Time PCR detection kit,Italy,European Region,Molecular,Regulatory Status Unknown,Unknown,Ebola virus,Zaire ebolavirus,RNA,Unknown,NAT reagent kit (open source),Lab-based,Plasma; Saliva; Whole Blood,Como,NA,Yes,https://sacace.com,Italy,"Como, Italy",45.81203079,9.08561516
Dengue,Sacace Biotechnologies,a2r69000007lbZw,Dengue Real- Genotype,Italy,European Region,Molecular,Regulatory Status Unknown,Unknown,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Como,NA,Yes,https://sacace.com,Italy,"Como, Italy",45.81203079,9.08561516
Enteric fever; Typhoid fever,"Safecare Biotech(Hangzhou)Co.,ltd.",a2r69000007lbaj,Typhoid IgG/IgM Test,China,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Hangzhou,NA,Yes,https://safecare.com.cn,China,"Hangzhou, China",30.24592018,120.21079254
Enteric fever; Typhoid fever,Science with a Mission Inc.,a2r69000007lbal,Salmonella Typhi Antigen Strip,United States,Region of the Americas,Immunoassay,Regulatory Status Unknown,Unknown,Salmonella Typhi,Not applicable,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Stool,Sharon,NA,Yes,https://sciencewithamission.org,United States,"Sharon, United States",42.12367249,-71.17893219
Mpox; Pox diseases (unspecified),"SD Biosensor, Inc.",a2r69000007lb9y,STANDARD M10 MPX/OPX,"Korea, Republic of",Western Pacific Region,Molecular,Regulatory Status Unknown,Unknown,Mpox virus; Orthopoxvirus,Unspecified,DNA,MPX F3L gene; MPX G2R gene; OPX E9L,Cartridge-based processing,near Point of Care,Lesion crusts; Lesion fluid; Lesion roof; Plasma; Serum,Suwon-si,STANDARD M10 system,Yes,https://sdbiosensor.com,South Korea,"Suwon-si, Korea, Republic of",37.25973511,127.00894928
Dengue,SG Diagnostics Pte Ltd,a2r69000007lbeI,SG Diagnostics Dengue IgG/IgM & Ns1 Combo Rapid Test Kit,Singapore,Western Pacific Region,Immunoassay,Regulatory Status Unknown,Unknown,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Singapore,NA,Yes,https://sgdiagnostics.com,Singapore,"Singapore, Singapore",1.28943646,103.84998322
