"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Assay: Potential impact (in silico analyses)","Assay: No impact (analytical/clinical studies)","Assay: Impact (analytical/clinical studies)","Assay: No expected impact (in silico analyses)","Assay: S gene dropout","Assay: SARS-CoV-2 variant(s)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name","Instrument: Connectivity Solution","Assay: FIND Website Area"
"a2v69000004gKhR","a2r69000007lbAq","","06.07.2023","Canada","Richmond Hill","Region of the Americas","laipac.com","Laipac Technology Inc.","LooK SPOT 2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab","","1.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K11","LooK SPOT 2","Yes","COVID-19; Outbreak"
"a2v69000004gLJ3","a2r69000007lbJo","","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","labgenomics.co.kr/eng","LabGenomics Co., ltd.","LabGun COVID-19 ExoFast RT-PCR Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Molecular","RNA","E gene; RdRp gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLIU","a2r69000007lb9w","","06.07.2023","Korea, Republic of","gyeonggi-do","Western Pacific Region","khmedical.co.kr","KH Medical Co., Ltd","RADI COVID-19 Ag Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","30.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKi6","a2r69000007lbBx","","06.07.2023","Japan","Osaka","Western Pacific Region","ffwk.fujifim.co.jp","FUJIFILM Wako Pure Chemical Co., ltd.","TAS WAKO- COVID-19","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Japan MHLW; Other","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","75.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEL","TAS Wako g1","","COVID-19; Outbreak"
"a2v69000004gKhU","a2r69000007lbG7","","06.07.2023","Korea, Republic of","Seoul","Western Pacific Region","pclchip.com","PCL Inc.","PCLOK II ABC","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab; Saliva","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K1w","PCLOK POCT system","Yes","COVID-19; Outbreak"
"a2v69000004gLHt","a2r69000007lbWD","","06.07.2023","China","Wuxi","Western Pacific Region","qt-bio.com","Jiangsu Qitian Gene Biotechnology Co., ltd.","Fluorescent RAA Detection for 2019-nCoV","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Unspecified Market Entry","Molecular","RNA","Unknown","Isothermal Other","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","44423.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKgt","a2r69000007lbx0","","06.07.2023","China","Zhuhai","Western Pacific Region","livzondiagnostics.com","Zhuhai Livzon Diagnostics Inc.","Livzon Test for SARS-CoV-2 Antigen (Fluorescence Immunochromatographic Assay)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0a","Immunofluorescent Analyzer AFS-1000","Yes","COVID-19; Outbreak"
"a2v69000004gLIT","a2r69000007lb9v","","06.07.2023","Korea, Republic of","gyeonggi-do","Western Pacific Region","khmedical.co.kr","KH Medical Co., Ltd","RADI Flu-SC2 Ag Rapid Test","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","30.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKhT","a2r69000007lbCR","","06.07.2023","Korea, Republic of","Seoul","Western Pacific Region","pclchip.com","PCL Inc.","PCLOK II SARS-CoV-2 Dual IgG","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","","Chemiluminescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Plasma; Serum","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K1w","PCLOK POCT system","Yes","COVID-19; Outbreak"
"a2v69000004gKi5","a2r69000007lbT6","","06.07.2023","Japan","Tosu","Western Pacific Region","mizuho-m.co.jp/en","Mizuho Medy Co., ltd.","SmartGene CoV-2 Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","60.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEt","Smart Gene platform","","COVID-19; Outbreak"
"a2v69000004gLJ5","a2r69000007lbjI","","06.07.2023","Korea, Republic of","Unknown","Western Pacific Region","labgenomics.co.kr/eng","LabGenomics Co., ltd.","LabGun COVID-19 RT-PCR Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","E gene; RdRp gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKgs","a2r69000007lbx0","","06.07.2023","China","Zhuhai","Western Pacific Region","livzondiagnostics.com","Zhuhai Livzon Diagnostics Inc.","Livzon Test for SARS-CoV-2 Antigen (Fluorescence Immunochromatographic Assay)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K2o","V-chek CHF-200 Analyzer","Yes","COVID-19; Outbreak"
"a2v69000004gLHv","a2r69000007lbB0","","06.07.2023","China","Changzhou","Western Pacific Region","wellbioscience.com","Jiangsu Well Biotech Co.,ltd.","Orawell COVID-19 Ag Rapid saliva test device (Self-test)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","","","Yes","","","","","","","","","","","","","","None","Alpha; Beta; Delta; Gamma","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKi8","a2r69000007lc2V","","06.07.2023","United States","Emeryville","Region of the Americas","checkit.lucirahealth.com","Lucira Health (acquired by Pfizer Inc.)","Lucira COVID-19 & Flu Home Test","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","InfA NA gene; InfA NP gene; InfA NS; InfB NA gene; InfB NS; N gene; ORF7a; ORF8; Other","Isothermal LAMP","","Colorimetric","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","30.00","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Alpha; Beta; Delta; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEg","Lucira Single-use Device","","COVID-19; Outbreak"
"a2v69000004gKi7","a2r69000007lb8i","","06.07.2023","Japan","Tokyo","Western Pacific Region","genesoc.jp","Kyorin Pharmaceutical Co., ltd.","SARS-CoV-2 GeneSoC N2 Kyorin","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","microfluidic thermal cycler technology","Fluorescence","NAT reagent kit (proprietary platform)","microfluidic","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzq","GeneSoC System","Yes","COVID-19; Outbreak"
"a2v69000004gLHu","a2r69000007lbCJ","","06.07.2023","China","Changzhou","Western Pacific Region","wellbioscience.com","Jiangsu Well Biotech Co.,ltd.","COVID-19 Ag Rapid Saliva Test Device","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLIV","a2r69000007lbO6","","06.07.2023","Korea, Republic of","gyeonggi-do","Western Pacific Region","khmedical.co.kr","KH Medical Co., Ltd","SARS-CoV-2 Variant Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other; S gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Alpha; Beta; Gamma","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKgu","a2r69000007lbx0","","06.07.2023","China","Zhuhai","Western Pacific Region","livzondiagnostics.com","Zhuhai Livzon Diagnostics Inc.","Livzon Test for SARS-CoV-2 Antigen (Fluorescence Immunochromatographic Assay)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0b","Immunofluorescent Analyzer AFS-2000A","Yes","COVID-19; Outbreak"
"a2v69000004gLJ7","a2r69000007lc0y","","06.07.2023","China","Shenzhen","Western Pacific Region","labnovation.com","Labnovation Technologies, Inc.","SARS-CoV-2 Antigen Rapid Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLHX","a2r69000007lb7z","","06.07.2023","China","Unknown","Western Pacific Region","konsung.com","Jiangsu Konsung Bio-Medical Science & Technology Co., Ltd.","COVID-19 Antigen Rapid Test Kit (Colloidal Gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Germany BfArM; Other","Russia","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKgX","a2r69000007lbGG","","06.07.2023","China","Shenzhen","Western Pacific Region","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","iFlash-2019-nCoV Antigen","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","unknown","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","0.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0S","iFlash 1800 System","Yes","COVID-19; Outbreak"
"a2v69000004gLHW","a2r69000007lbx2","","06.07.2023","China","Unknown","Western Pacific Region","diagnostics-bio.com","Jiangsu Diagnostics Biotechnology Co.,Ltd.","COVID-19 Antigen Rapid Test Cassette (Colloidal Gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLHZ","a2r69000007lbHs","","06.07.2023","China","Rudong County","Western Pacific Region","mmtest.com","Jiangsu Macro & Micro-Test Med-Tech Co., Ltd.","SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method)-Nasal (self-test)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; Other","EU approval for self testing","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKgY","a2r69000007lbGG","","06.07.2023","China","Shenzhen","Western Pacific Region","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","iFlash-2019-nCoV Antigen","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","unknown","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","0.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0T","iFlash 3000 System","Yes","COVID-19; Outbreak"
"a2v69000004gKfx","a2r69000007lbTw","","06.07.2023","China","Xiamen City","Western Pacific Region","zeesandx.com","Xiamen Zeesan Biotech Co., ltd.","SARS-CoV-2 Test Kit (Sanity 2.0)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","qPCR","multicolor melting curve analysis","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","94.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEn","Sanity 2.0 system","","COVID-19; Outbreak"
"a2v69000004gLIC","a2r69000007lb66","","06.07.2023","China","Hangzhou","Western Pacific Region","joinstar.cn","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","SARS-CoV-2 Delta variant Real-Time RT-PCR Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","2021","Molecular","RNA","ORF1ab; Other","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","50.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Delta","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKgb","a2r69000007lbjK","","06.07.2023","Taiwan","Taipei City","Western Pacific Region","plexbio.com","PlexBio Co.,ltd.","IntelliPlex SARS-CoV-2 Detection Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","E gene; N gene; RdRp gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0d","IntelliPlex 1000 Code Processor","Yes","COVID-19; Outbreak"
"a2v69000004gKhC","a2r69000007lbjh","","06.07.2023","United States","Hercules","Region of the Americas","bio-rad.com","Bio-Rad Laboratories, Inc.","Bio-Rad Reliance SARS-CoV-2 RT-PCR Assay Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jyc","Bio-Rad CFX96 Touch","Yes","COVID-19; Outbreak"
"a2v69000004gKhB","a2r69000007lbjh","","06.07.2023","United States","Hercules","Region of the Americas","bio-rad.com","Bio-Rad Laboratories, Inc.","Bio-Rad Reliance SARS-CoV-2 RT-PCR Assay Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KES","Bio-Rad CFX Opus 96","","COVID-19; Outbreak"
"a2v69000004gLHa","a2r69000007lbl3","","06.07.2023","China","Rudong County","Western Pacific Region","mmtest.com","Jiangsu Macro & Micro-Test Med-Tech Co., Ltd.","SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab; Saliva","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLIB","a2r69000007lbyV","","06.07.2023","Singapore","Singapore","Western Pacific Region","jnmedsys.com","JN Medsys","ProTect COVID-19 RT-qPCR Kit 2.0","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Singapore HSA","","Already on the market (commercialized)","Molecular","RNA","N gene; Other","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLIE","a2r69000007lbEM","","06.07.2023","China","Hangzhou","Western Pacific Region","joinstar.cn","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","COVID-19 Antigen Rapid Test (Colloidal Gold)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKhE","a2r69000007lbIN","","06.07.2023","Korea, Republic of","Sejong-si","Western Pacific Region","sugentech.com","Sugentech, Inc.","INCLIX TRF COVID-19 Ag","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","Fluorescence Immunoassay","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Unknown","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s69000003BEY0","INCLIX analyzer","Yes","COVID-19; Outbreak"
"a2v69000004gLID","a2r69000007lbAx","","06.07.2023","China","Hangzhou","Western Pacific Region","joinstar.cn","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","COVID-19 Antigen Rapid Test (Colloidal Gold) anterior nasal - selftesting device","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
