"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Disease Target Phase","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","Performance Detail Submission Number","Assay Target","Study Type","Type of data source","Drug Resistance Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples","Other drug resistance target","Assay: Other Regulatory Approval","Assay: Purpose of submission"
"a2v69000004gKoj","a2r69000007lbEv","a266900000B8tsN","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRplus VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","inhA promoter; katG; rpoB","inhA promoter","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture; Other","bronchial material; Aspirates","300.00","Yes","Yes","RIF detection from culture isolates","PD-57957","DNA","Independent","Other","Rifampicin","91.30","86.00","95.00","98.00","94.30","98.70","Active TB","Sputum Culture","","","","","WHO recommended","Test Directory"
"a2v69000004gKoj","a2r69000007lbEv","a266900000B8tsO","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRplus VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","inhA promoter; katG; rpoB","inhA promoter","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture; Other","bronchial material; Aspirates","300.00","Yes","Yes","INH detection from culture isolates","PD-57958","DNA","Independent","Other","Isoniazid","89.40","84.30","93.30","98.90","96.00","99.90","Active TB","Sputum Culture","","","","","WHO recommended","Test Directory"
"a2v69000004gKol","a2r69000007lbF1","a266900000B8tsT","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType Mycobacteria VER 1.0 PCR Kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum; Sputum Culture","liquid Sputum Culture from Mgit","180.00","Yes","No","","PD-57963","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKok","a2r69000007lbEv","a266900000B8tsP","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRplus VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","inhA promoter; katG; rpoB","inhA promoter","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture; Other","bronchial material; Aspirates","300.00","Yes","Yes","RIF detection from sputum","PD-57959","DNA","Independent","Other","Rifampicin","95.80","92.60","97.60","98.40","96.90","99.20","Active TB","Sputum","","","","","WHO recommended","Test Directory"
"a2v69000004gKok","a2r69000007lbEv","a266900000B8tsQ","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRplus VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","inhA promoter; katG; rpoB","inhA promoter","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture; Other","bronchial material; Aspirates","300.00","Yes","Yes","INH detection from sputum","PD-57960","DNA","Independent","Other","Isoniazid","94.50","91.40","96.50","99.30","92.60","100.00","Active TB","Sputum","","","","","WHO recommended","Test Directory"
"a2v69000004gKok","a2r69000007lbEv","a266900000B8tsR","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRplus VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","inhA promoter; katG; rpoB","inhA promoter","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture; Other","bronchial material; Aspirates","300.00","Yes","Yes","RIF detection from culture isolates","PD-57961","DNA","Independent","Other","Rifampicin","91.30","86.00","95.00","98.00","94.30","98.70","Active TB","Sputum Culture","","","","","WHO recommended","Test Directory"
"a2v69000004gKok","a2r69000007lbEv","a266900000B8tsS","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","GenoType MTBDRplus VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB 23S rRNA","Hybridization","","Colorimetric","inhA promoter; katG; rpoB","inhA promoter","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum; Sputum Culture; Other","bronchial material; Aspirates","300.00","Yes","Yes","INH detection from culture isolates","PD-57962","DNA","Independent","Other","Isoniazid","89.40","84.30","93.30","98.90","96.00","99.90","Active TB","Sputum Culture","","","","","WHO recommended","Test Directory"
"a2v69000004gKon","a2r69000007lbF1","a266900000B8tsV","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType Mycobacteria VER 1.0 PCR Kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum; Sputum Culture","liquid Sputum Culture from Mgit","180.00","Yes","No","","PD-57965","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKom","a2r69000007lbF1","a266900000B8tsU","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType Mycobacteria VER 1.0 PCR Kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum; Sputum Culture","liquid Sputum Culture from Mgit","180.00","Yes","No","","PD-57964","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLAu","a2r69000007lbF3","a266900000B8ts9","06.07.2023","Moscow","Russian Federation","European Region","generium.ru/en","Generium","Diaskintest","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Regulatory Achieved","WHO recommended","Already on the market (commercialized)","Immunoassay","Antigen","MTB CFP-10; MTB ESAT-6","Host Immune Response","Skin test","Colorimetric","Not applicable","","Not applicable","","Other","Injectable","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Other","injection under skin","","Yes","No","","PD-57943","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLJP","a2r69000007lbEw","a266900000B8tt5","06.07.2023","Leiden","Netherlands","European Region","lumc.nl","Leiden Unversity Medical Center","TB Triage multiplex LFA","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Finger prick blood","","","Yes","No","","PD-58001","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLK1","a2r69000007lbEx","a266900000B8tt8","06.07.2023","Braunschweig","Germany","European Region","lionex.de","LIONEX Diagnostics & Therapeutics GmbH","LIOFeron TB/LTBI IGRA; HUMAN IFN-g ELISA KIT","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Immunoassay","Antigen","Interferon Gamma","ELISA/EIA; IGRA","","Colorimetric","Not applicable","","Not applicable","","Chemiluminescent Immunoassay (CLIA)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Whole Blood","Blood stimulation tubes","1440.00","Yes","No","","PD-58004","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLJU","a2r69000007lb8v","a266900000B8tt6","06.07.2023","Cambridge","United States","Region of the Americas","innovation.lgchem.com","LG Chem Life Sciences Company","AdvanSure TB-IGRA ELISA","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Research Use Only (RUO)","None","Already on the market (commercialized)","Immunoassay","Antigen","Interferon Gamma","ELISA/EIA; IGRA","","Colorimetric","Not applicable","","Not applicable","","Chemiluminescent Immunoassay (CLIA)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Whole Blood","heprin","","Yes","No","","PD-58002","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLJW","a2r69000007lb8s","a266900000B8tt7","06.07.2023","London","United Kingdom","European Region","lifearc.org","LifeArc","TB-MBLA","Monitoring (treatment, immune status, patient)","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","RNA","MTB 23S rRNA","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Sputum","","300.00","Yes","No","","PD-58003","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKiF","a2r69000007lbF7","a266900000B8trH","06.07.2023","Beijing","China","Western Pacific Region","capitalbiotechnology.com","CapitalBio Technology Co., Ltd.","Genechip MDR kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","Other","Microarray","Fluorescence","inhA; katG; rpoB","","Isoniazid; Rifampicin","","Cartridge-based processing","microarray chip based","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Sputum","","","Yes","No","","PD-57889","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKgk","a2r69000007lbEp","a266900000B8tqw","06.07.2023","Beijing","China","Western Pacific Region","abiores.com","Bao Ruiyuan Biotech(Beijing) Co.,ltd.","Mycobacterium Tuberculosis and Drug Resistance Gene Rapid NAT Test Kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","MTB H37Rv gene","qPCR","POC NAT","Fluorescence","embB; gyrA; gyrB; inhA; katG; rpoB; rpsL","","Ethambutol; Fluoroquinolone; Isoniazid; Rifampicin; Streptomycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Sputum","","60.00","Yes","No","","PD-57868","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000002xsOh","a2r69000009kS4Z","a266900000C4Gd1","21.10.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTB VER 1.0","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","Not applicable","","","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum","","180.00","Yes","Yes","TB detection from sputum","PD-69678","DNA","Independent","Systematic review + Meta-analysis","","92.10","87.60","93.30","98.90","64.00","99.90","Active TB","Sputum","2660","","","","WHO recommended","Test Directory"
"a2v69000002xsOc","a2r69000009kS4e","a266900000B8tsJ","21.10.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTBDR VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","inhA promoter; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum","","180.00","Yes","Yes","TB detection from sputum","PD-57953","DNA","Independent","Systematic review + Meta-analysis","","","91.00","96.00","100.00","97.00","100.00","Active TB","Sputum","782","","","","WHO recommended","Test Directory"
"a2v69000002xsOc","a2r69000009kS4e","a266900000C4Gd6","21.10.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTBDR VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","inhA promoter; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum","","180.00","Yes","Yes","RIF detection from sputum & culture isolates","PD-69679","DNA","Independent","Systematic review + Meta-analysis","Rifampicin","","97.00","99.00","100.00","85.00","100.00","Active TB","Sputum; Sputum Culture","231","","","","WHO recommended","Test Directory"
"a2v69000002xsOc","a2r69000009kS4e","a266900000C4Gd7","21.10.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTBDR VER 1.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","inhA promoter; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum","","180.00","Yes","Yes","INH detection from sputum & culture isolates","PD-69680","DNA","Independent","Systematic review + Meta-analysis","Isoniazid","","70.00","92.00","100.00","84.00","100.00","Active TB","Sputum; Sputum Culture","207","","","","WHO recommended","Test Directory"
"a2vVj000000JSDV","a2rVj0000002CrV","","30.01.2024","Neuried","Germany","European Region","frizbiochem.de","FRIZ Biochem GmbH","TB Assay","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","DNA","","","","","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Other","Tongue swab","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JRir","a2rVj0000002Cmf","","30.01.2024","Chuncheon-s","Korea, Republic of","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","ichroma LAM Ag","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Urine","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JRhF","a2rVj0000002CoH","","30.01.2024","Philadelphia","United States","Region of the Americas","biomeme.com","Biomeme Inc","Biomeme TB assay","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","DNA","","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Other","Tongue swab","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JSev","a2rVj0000002Cuj","","30.01.2024","NEW ORLEANS","United States","Region of the Americas","","IntelliGenome, LLC","CHALET CRISPR-TB Point of Care","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","cDNA","MTB IS6110","PCR (conventional); Nucleic Acid Lateral Flow Assay (NA-LFA); CRISPR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","","True Point of Care","Intended for professional use only","Plasma; Serum","","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JSVF","a2rVj0000002Ct7","","30.01.2024","Suzhou","China","Western Pacific Region","microdiag.com","Jiangsu MicroDiag Biomedical Technology Co., Ltd.","NuRapid TB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Research Use Only (RUO)","Unknown","Already on the market (commercialized)","Molecular","DNA","","Isothermal Other; Nucleic Acid Lateral Flow Assay (NA-LFA); CRISPR","","Colorimetric","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Other","Tongue swab","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JRxN","a2rVj0000002Cpt","","30.01.2024","Austin","United States","Region of the Americas","nuclein.com","Nuclein, LLC","DASH TB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","","Other","Tongue swab","","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000004gKqw","a2r69000007lb95","","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/RIF Ultra","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","Melt-curve analysis","Fluorescence","rpoB","RRDR","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","60.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000004gKqy","a2r69000007lb95","","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/RIF Ultra","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","Melt-curve analysis","Fluorescence","rpoB","RRDR","Rifampicin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","60.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000004gKoh","a2r69000007lbEu","","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTBDR VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","inhA promoter; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum; Sputum Culture","liquid Sputum Culture from Mgit","180.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000004gKog","a2r69000007lbEu","","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTBDR VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","inhA promoter; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum; Sputum Culture","liquid Sputum Culture from Mgit","180.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2v69000004gKoi","a2r69000007lbEu","","06.07.2023","Nehren","Germany","European Region","hain-lifescience.de/en/","Hain Lifescience GmbH","FluoroType MTBDR VER 2.0","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB rpoB gene","qPCR","","Fluorescence","inhA promoter; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum; Sputum Culture","liquid Sputum Culture from Mgit","180.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000pDT3","a2rVj0000004cgD","","10.04.2024","Ahmedabad","India","South-East Asian Region","ampligeneindia.com","AmpliGene India Biotech Pvt. Ltd.","AmpEZ MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Research Use Only (RUO)","None","Already on the market (commercialized)","Molecular","DNA","Unknown","Isothermal LAMP","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Sputum","","45.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JVZa","a2rVj0000002DE5","","30.01.2024","Gurgaon","India","South-East Asian Region","genes2me.com","Genes2Me Pvt Ltd","TBfind (TB Comprehensive)","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Research Use Only (RUO)","None","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; Other","qPCR","","Fluorescence","inhA; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Sputum","","50.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JXMr","a2rVj0000002DIv","","30.01.2024","Changsha","China","Western Pacific Region","sansureglobal.com","Sansure Biotech Inc","TB & RIF Resistance Fluorescence Diagnostic Kit","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Indonesia MDR","Already on the market (commercialized)","Molecular","DNA","MTB IS1081; MTB IS6110","qPCR","","Fluorescence","rpoB","","Rifampicin","","NAT reagent kit (proprietary platform)","one tube/pot process - detection has 4 channels","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Sputum; Other","Tongue swab","50.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
"a2vVj000000JULm","a2rVj0000002DCT","","30.01.2024","Gurgaon","India","South-East Asian Region","genes2me.com","Genes2Me Pvt Ltd","TBdtect (MTC-Q)","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; Other","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","","Sputum","","50.00","Yes","","","","","","","","","","","","","","","","","","","","","Test Directory"
