"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: FIND Website Area","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","FIND Evaluation","Study Type","Type of data source","Assay Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples"
"a2v69000004gL7B","a2r69000007lc1F","a266900000BscHM","06.07.2023","Neglected Tropical Diseases","Woodland Hills","United States","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","AccuDiag Chagas ELISA Kit","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","25.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","96.30","93.40","99.20","97.30","95.20","99.30","","Serum","389","160","229"
"a2v69000004gL6c","a2r69000007lbno","a266900000BscGf","06.07.2023","Neglected Tropical Diseases","Kiel","Germany","European Region","demeditec.com","Demeditec Diagnostics GmbH","Chagas (Trypanosoma cruzi) IgG ELISA","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","105.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","95.44","100.00","100.00","93.02","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gL6H","a2r69000007lc1E","a266900000BscG8","06.07.2023","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Chagas IgG ELISA CE","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","20.00","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gL99","a2r69000007lb9B","a266900000BscKU","06.07.2023","Neglected Tropical Diseases","Lübeck","Germany","European Region","euroimmun.de","EUROIMMUN AG","Anti-Trypanosoma cruzi ELISA (IgG)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Australia TGA; Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","120.00","Yes","No","Chagas BLANK","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","0.00","0.00","0.00","0.00","0.00","0.00","","Serum","0","0","0"
"a2v69000004gL7w","a2r69000007lc1G","a266900000BscIh","06.07.2023","Neglected Tropical Diseases","Springfield","Germany","European Region","drg-international.com","DRG International, Inc.","DRG Trypanosoma cruzi IgG","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","110.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","95.44","100.00","100.00","93.02","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gL8b","a2r69000007lc0P","a266900000BscJr","06.07.2023","Neglected Tropical Diseases","Otawara","Japan","Western Pacific Region","eiken.co.jp","Eiken Chemical Co., Ltd.","Chagas LAMP assay","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Early Stage Development (partial prototype)","None","","Unspecified Market Entry","Molecular","DNA","Unknown","Isothermal LAMP","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","near Point of Care","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gL9D","a2r69000007lbYY","a266900000BscKZ","06.07.2023","Neglected Tropical Diseases","Lübeck","Germany","European Region","euroimmun.de","EUROIMMUN AG","Anti-Schistosoma ELISA (IgG)","Diagnostic/confirmatory test","ID","Schistosomiasis","Schistosoma mansoni","Regulatory Achieved","Australia TGA; Brazil ANVISA; CE-IVDD; Health Canada","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Schisto IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","120.00","Yes","No","Schisto BLANK","No","Company-Sponsored","No available data","Antibody (serological)","0.00","0.00","0.00","0.00","0.00","0.00","All","Serum; Plasma","0","0","0"
"a2v69000004gKkN","a2r69000007lc0I","a266900000Bsd3F","06.07.2023","Neglected Tropical Diseases","Erlangen","United States","Region of the Americas","siemens-healthineers.com","Siemens Healthcare GmbH","Immulite Chagas IgG","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Status Unknown","Unknown","","Unknown","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gKkM","a2r69000007lc0I","a266900000Bsd3G","06.07.2023","Neglected Tropical Diseases","Erlangen","United States","Region of the Americas","siemens-healthineers.com","Siemens Healthcare GmbH","Immulite Chagas IgG","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Status Unknown","Unknown","","Unknown","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLM4","a2r69000007lboN","a266900000Bsch7","06.07.2023","Neglected Tropical Diseases","Cincinnati","United States","Region of the Americas","meridianbioscience.com","Meridian Bioscience, Inc.","TruQuick Chagas 40T","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","92.90","66.10","99.80","98.40","95.60","99.40","","Serum; Plasma; Whole Blood","264","17","247"
"a2v69000004gLKX","a2r69000007lbkl","a266900000Bsceu","06.07.2023","Neglected Tropical Diseases","Santa Clara","United States","Region of the Americas","lumiquick.co","LumiQuick Diagnostics Inc.","Chagas Antibody Test Card","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","100.00","0.00","0.00","","Serum; Plasma; Whole Blood","130","30","100"
"a2v69000004gKlm","a2r69000007lbo8","a266900000Bscnx","06.07.2023","Neglected Tropical Diseases","Unknown","United States","Region of the Americas","","Ortho Diagnostics & Johson and Jhonson","VITROS Immunodiagnostic AntiT.cruzi (Chagas) Controls","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLNM","a2r69000007lbo2","a266900000BscjX","06.07.2023","Neglected Tropical Diseases","San Diego","United States","Region of the Americas","mybiosource.com","MyBiosource.com","Tryanosoma cruzi IgG ELISA Kit","","ID","Chagas Disease","Trypanosoma cruzi","Research Use Only (RUO)","Unknown","","Unknown","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","105.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","99.00","0.00","0.00","99.00","0.00","0.00","","Serum; Plasma","0","0","0"
"a2v69000004gKll","a2r69000007lbo8","a266900000Bscny","06.07.2023","Neglected Tropical Diseases","Unknown","United States","Region of the Americas","","Ortho Diagnostics & Johson and Jhonson","VITROS Immunodiagnostic AntiT.cruzi (Chagas) Controls","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gKln","a2r69000007lbo8","a266900000Bscnz","06.07.2023","Neglected Tropical Diseases","Unknown","United States","Region of the Americas","","Ortho Diagnostics & Johson and Jhonson","VITROS Immunodiagnostic AntiT.cruzi (Chagas) Controls","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLPP","a2r69000007lc14","a266900000BscmO","06.07.2023","Neglected Tropical Diseases","Dietzenbach","Germany","European Region","novatec-id.com","NovaTec Immundiagnostica GmbH","NovaLisa Chagas (Trypanosoma cruzi)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","145.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","80.49","100.00","100.00","94.56","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gLQ0","a2r69000007lboC","a266900000Bscn7","06.07.2023","Neglected Tropical Diseases","Zaragoza","Spain","European Region","operon.es","OPERON","Simple Chagas WB test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","10.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","93.20","0.00","0.00","99.10","0.00","0.00","","Venous blood","501","59","442"
"a2v69000004gLQ0","a2r69000007lboC","a266900000Bscn8","06.07.2023","Neglected Tropical Diseases","Zaragoza","Spain","European Region","operon.es","OPERON","Simple Chagas WB test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","10.00","Yes","No","Sachez-Camargo comparative study 2014","No","Independent","Published scientific article","Antibody (serological)","81.90","0.00","0.00","70.70","0.00","0.00","","Serum","0","0","0"
"a2v69000004gLQ0","a2r69000007lboC","a266900000Bscn9","06.07.2023","Neglected Tropical Diseases","Zaragoza","Spain","European Region","operon.es","OPERON","Simple Chagas WB test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","10.00","Yes","No","Lopez Evaluation in primary settings","No","Independent","Published scientific article","Antibody (serological)","92.50","89.90","97.60","96.80","90.40","99.20","","Finger prick blood","150","55","95"
"a2v69000004gKo0","a2r69000007lbo4","a266900000Bsd9k","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","70.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","99.30","0.00","0.00","","Serum; Plasma","0","0","0"
"a2v69000004gKo0","a2r69000007lbo4","a266900000Bsd9l","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","70.00","Yes","No","Oswaldo Cruz Foundation (Fiocruz) Virclia evaluation","No","Company-Sponsored","Other","Antibody (serological)","100.00","0.00","0.00","99.30","0.00","0.00","","","862","148","714"
"a2v69000004gKo2","a2r69000007lbo4","a266900000Bsd9m","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","70.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","99.30","0.00","0.00","","Serum; Plasma","0","0","0"
"a2v69000004gKo2","a2r69000007lbo4","a266900000Bsd9n","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","70.00","Yes","No","Oswaldo Cruz Foundation (Fiocruz) Virclia evaluation","No","Company-Sponsored","Other","Antibody (serological)","100.00","0.00","0.00","99.30","0.00","0.00","","","862","148","714"
"a2v69000004gKo1","a2r69000007lbo4","a266900000Bsd9o","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","70.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","99.30","0.00","0.00","","Serum; Plasma","0","0","0"
"a2v69000004gKo1","a2r69000007lbo4","a266900000Bsd9p","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","70.00","Yes","No","Oswaldo Cruz Foundation (Fiocruz) Virclia evaluation","No","Company-Sponsored","Other","Antibody (serological)","100.00","0.00","0.00","99.30","0.00","0.00","","","862","148","714"
"a2v69000004gKo4","a2r69000007lbo5","a266900000Bsd9q","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas TESA Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","95.00","89.00","98.00","100.00","98.00","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gKo3","a2r69000007lbo5","a266900000Bsd9r","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas TESA Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","95.00","89.00","98.00","100.00","98.00","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gKo5","a2r69000007lbo5","a266900000Bsd9t","06.07.2023","Neglected Tropical Diseases","Granada","Spain","European Region","vircell.com","Vircell S.L.","Chagas TESA Virclia IgG + IgM MONOTEST","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","95.00","89.00","98.00","100.00","98.00","100.00","","Serum; Plasma","0","0","0"
"a2v69000004gKmf","a2r69000007lbo9","a266900000BsbpA","06.07.2023","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","Architect Chagas","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","98.44","96.72","100.00","97.96","95.98","99.93","","Venous blood","501","256","245"
"a2v69000004gKme","a2r69000007lbo6","a266900000BsbpB","06.07.2023","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","PRISM Chagas","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","98.47","94.89","99.81","98.72","97.03","99.58","","Serum; Plasma","521","131","390"
"a2v69000004gKmh","a2r69000007lbo9","a266900000BsbpC","06.07.2023","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","Architect Chagas","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","98.44","96.72","100.00","97.96","95.98","99.93","","Venous blood","501","256","245"
"a2v69000004gKmg","a2r69000007lbo9","a266900000BsbpD","06.07.2023","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","Architect Chagas","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","98.44","96.72","100.00","97.96","95.98","99.93","","Venous blood","501","256","245"
"a2v69000004gKmi","a2r69000007lbo9","a266900000BsbpG","06.07.2023","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","Architect Chagas","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA; Chemiluminescent immunoassay (CLIA)","","Other","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","98.44","96.72","100.00","97.96","95.98","99.93","","Venous blood","501","256","245"
"a2v69000004gLRA","a2r69000007lb9m","a266900000BscpJ","06.07.2023","Neglected Tropical Diseases","","United Kingdom","European Region","pop-updiagnostics.com","Pinpoint Molecular Ltd","NP Mycobacterium Ulcerans LAMP Test Kit","Triage/Screening","ID","Buruli ulcer","Mycobacterium ulcerans","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Unknown","Isothermal LAMP","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","True Point of Care","Intended for professional use only","Wound swab","","30.00","Yes","No","Mycobacterium Ulcerans - OVERALL","No","Company-Sponsored","No available data","RNA","0.00","0.00","0.00","0.00","0.00","0.00","","Unknown","0","0","0"
"a2v69000004gKpQ","a2r69000007lbo7","a266900000BsctR","06.07.2023","Neglected Tropical Diseases","Rotkreuz","Switzerland","European Region","molecular.roche.com","Roche Diagnostics International AG","Elecsys Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; Colombia INVIMA; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgA; Chagas IgG; Chagas IgM","ELISA/EIA","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","99.45","100.00","99.90","99.83","99.94","","Serum; Plasma","15355","674","14681"
