"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000003L9or","a2r69000006Shmg","","01.09.2023","China","HeBei","Western Pacific Region","atlas-link.com","Atlas Link Technology Co., Ltd.","Rubella IgG Antibody Test Cassette","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Serum","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9q4","a2r69000006Shnt","","01.09.2023","United States","Davis","Region of the Americas","goldstandarddiagnostics.com/home","Gold Standard Diagnostics","Rubella IgM","Diagnostic/confirmatory test","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","Unspecified","","Unknown","Unknown","Lab-based","Intended for professional use only","Unknown","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9q1","a2r69000006Shnq","","01.09.2023","United States","San Diego","Region of the Americas","genwaybio.com","GenWay Biotech, Inc.","Rubella Virus IgG Quantitative","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9q2","a2r69000006Shnr","","01.09.2023","Germany","Frankfurt","European Region","ratiodiagnostics.com","Ratio diagnostics","Rubella IgM u-capture ELISA","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9p8","a2r69000006Shmx","","01.09.2023","India","Lucknow","South-East Asian Region","biogenixinc.com","BioGenix","Rubella IgG Kit","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","Sandwich Assay","Unknown","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pF","a2r69000006Shn4","","01.09.2023","China","Hangzhou","Western Pacific Region","en.biotests.com.cn","Hangzhou Biotest Biotech Co., Ltd.","Rubella IgG/IgM Combo Rapid Test Cassette (S/P)","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pG","a2r69000006Shn5","","01.09.2023","Netherlands","Apeldoorn","European Region","biozek.com","Biozek Medical","Rubella IgG Rapid Test Cassette (S/P)","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pB","a2r69000006Shn0","","01.09.2023","United Kingdom","Antrim","European Region","biorexdiagnostics.com","Biorex Diagnostics","Rubella IgG","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Unknown","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pC","a2r69000006Shn1","","01.09.2023","United Kingdom","Antrim","European Region","biorexdiagnostics.com","Biorex Diagnostics","Rubella IgM","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Unknown","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pA","a2r69000006Shmz","","01.09.2023","France","Marcy l'Etoile","European Region","biomerieux-diagnostics.com","bioMérieux","VIDAS RUB IGM","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","Fluorescence","Other","Reagent strip","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qO","a2r69000006ShoD","","01.09.2023","China","Beijing","Western Pacific Region","accubiotech.com","AccuBioTech Co., ltd.","Accu-Tell ToRCH IgG/IgM Combo Cassette","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qP","a2r69000006ShoE","","01.09.2023","Mexico","Puebla","Region of the Americas","amunet.com.mx","Amunet S.A. de C.V","Prueba rápida de TORCH IgM","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Venous blood","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qM","a2r69000006ShoB","","01.09.2023","Spain","Montgat","European Region","linear.es","Linear Chemicals S.L.U","Ruba IgG/IgM","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","10.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pm","a2r69000006Shnb","","01.09.2023","United States","Miami","Region of the Americas","erbalachema.com","ERBA Diagnostics / IVAX diagnostics","Immunosimplicity Rubella IgG Test Kit","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect enzyme immunoassay","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qN","a2r69000006ShoC","","01.09.2023","China","Beijing","Western Pacific Region","accubiotech.com","AccuBioTech Co., ltd.","Accu-Tell ToRCH IgM Combo Cassette","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pj","a2r69000006ShnY","","01.09.2023","United States","Woodland Hills","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","Rubella IgG ELISA Test","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","Sandwich ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9ph","a2r69000006ShnW","","01.09.2023","United States","Woodland Hills","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","Rubella IgM ELISA Test","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qI","a2r69000006Sho7","","01.09.2023","China","Qian'an","Western Pacific Region","innovita.com.cn","INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO., LTD.","Rubella Virus IgM Antibody Test Kit (ELISA)","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pi","a2r69000006ShnX","","01.09.2023","United States","Woodland Hills","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","Rubella IgA ELISA Test","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgA","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qJ","a2r69000006Sho8","","01.09.2023","China","Xiamen","Western Pacific Region","intecasi.com","InTec PRODUCTS, INC.","ELISA Diagnostic Kit for IgM Antibody to Rubella Virus","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qW","a2r69000006ShoM","","01.09.2023","Netherlands","Apeldoorn","European Region","biozek.com","Biozek Medical","ToRCH IgG Combo Rapid Test Cassette","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9r8","a2r69000006Shoy","","01.09.2023","Spain","Granada","European Region","vircell.com","Vircell S.L.","Rubella ELISA IgG","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pw","a2r69000006Shnl","","01.09.2023","United Kingdom","Bradford","European Region","elisakits.co.uk","ELISAKITS.co.uk","Rubella IgM µ-capture ELISA Kit","Diagnostic/confirmatory test","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","120.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9r9","a2r69000006Shoz","","01.09.2023","Spain","Granada","European Region","vircell.com","Vircell S.L.","RUBELLA ELISA IgM CAPTURE","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9r6","a2r69000006Show","","01.09.2023","Czech Republic","Brno","European Region","testlinecd.com","TestLine Clinical Diagnostics s.r.o.","EIA Rubella IgG","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9r5","a2r69000006Shov","","01.09.2023","China","Shenzhen","Western Pacific Region","spanbio.com","SPAN BIOTECH LTD.","Rubella Virus IgG/IgM Rapid Test Cassette","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qQ","a2r69000006ShoG","","01.09.2023","China","Hangzhou","Western Pacific Region","diareagent.com","Assure Tech. (Hangzhou) Co., ltd.","Combined TORCH IgG and IgM test","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qR","a2r69000006ShoH","","01.09.2023","China","Beijing","Western Pacific Region","bioneovan.com","Bioneovan Co., Ltd","TORCH-IgM IgG Rapid test","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oy","a2r69000006Shmn","","01.09.2023","China","Zhengzhou","Western Pacific Region","en.autobio.com.cn","Autobio Diagnostics Co., Ltd.","ELISA Rubella IgM","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pZ","a2r69000006ShnO","","01.09.2023","United States","Poway","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Rubella IgG/IgM Rapid Test","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","10.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9ox","a2r69000006Shmm","","01.09.2023","China","Zhengzhou","Western Pacific Region","en.autobio.com.cn","Autobio Diagnostics Co., Ltd.","ELISA Rubella IgG","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pf","a2r69000006ShnU","","01.09.2023","United States","Woodland Hills","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","Rubella IgM CLIA kits","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","Chemiluminescent Immunoassay (CLIA)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qG","a2r69000006Sho5","","01.09.2023","China","Qian'an","Western Pacific Region","innovita.com.cn","INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO., LTD.","Anti-rubella Virus IgM Antibody Test Kit (Colloidal Gold)","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pg","a2r69000006ShnV","","01.09.2023","United States","Woodland Hills","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","Rubella IgG CLIA kits","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","Chemiluminescent Immunoassay (CLIA)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qH","a2r69000006Sho6","","01.09.2023","China","Qian'an","Western Pacific Region","innovita.com.cn","INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO., LTD.","Rubella Virus IgG Antibody Test Kit (ELISA)","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pd","a2r69000006ShnS","","01.09.2023","Italy","Sesto San Giovanni","European Region","diapro.it","DIA.PRO Diagnostic Bioprobes S.r.l.","DIA. CHEMILUX Rubella IgG","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pe","a2r69000006ShnT","","01.09.2023","Italy","Sesto San Giovanni","European Region","diapro.it","DIA.PRO Diagnostic Bioprobes S.r.l.","DIA. CHEMILUX Rubella IgM","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qF","a2r69000006Sho4","","01.09.2023","China","Qian'an","Western Pacific Region","innovita.com.cn","INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO., LTD.","Combined Rubella Virus Antibody (IgM/IgG) Test Kit (Colloidal Gold)","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9pa","a2r69000006ShnP","","01.09.2023","United States","Shirley","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","CDIA Rubella IgG/IgM Rapid Test Kit","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9rM","a2r69000006ShpC","","01.09.2023","China","Qian'an","Western Pacific Region","innovita.com.cn","INNOVITA (TANGSHAN) BIOLOGICAL TECHNOLOGY CO., LTD.","Combined IgG Antibody Test Kit for Measles Virus, Rubella Virus and Mumps Virus","Diagnostic/confirmatory test","ID","Measles; Other; Rubella","Measles morbillivirus; Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG; Anti-RuV IgG; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Serum","","Unspecified","","25.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qi","a2r69000006ShoY","","01.09.2023","China","Huzhou","Western Pacific Region","orientgene.com","Zhejiang Orient Gene Biotech Co., Ltd.","ToRCH (Rubella, CMV, Toxo & HSV)","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qx","a2r69000006Shon","","01.09.2023","China","Xian","Western Pacific Region","medtl.net","Xian Tianlong Science and Technology Co., Ltd","Measles/Rubella Virus RNA Detection Kit (Fluorescence PCR Method)","Diagnostic/confirmatory test","ID","Measles; Rubella","Measles morbillivirus; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Unknown","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9rA","a2r69000006Shp0","","01.09.2023","Spain","Granada","European Region","vircell.com","Vircell S.L.","RUBELLA VIRCLIA IgG MONOTEST","","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9px","a2r69000006Shnm","","01.09.2023","United Kingdom","Bradford","European Region","elisakits.co.uk","ELISAKITS.co.uk","Rubella IgG ELISA Kit","Diagnostic/confirmatory test","ID","Rubella","Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","120.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9qY","a2r69000006ShoO","","01.09.2023","Canada","Pickering","Region of the Americas","btnx.com","BTNX Inc.","ToRCH IgM Antibodies Combo Test Cassette","","ID","Other; Rubella","Other; Rubella virus","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM; Other","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
