"Test Directory Package ID","Assay: Company/Institution Name: Organisation Name","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Region","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country of Manufacturer","Assay: Created Date","Assay: Assay ID","Assay: Assay Name","Instrument: Instrument Name","Assay: Product Website","Assay: Stage of Development","Assay: Planned Market Entry","Assay: Regulatory Approval","Assay: Primary Use Case","Assay: Syndromes","Assay: Disease Target","Assay: Assay Aim","Assay: ID type","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Other Target Analyte","Assay: Target Pathogen","Assay: Other target pathogen","Assay: Target Organism Classes","Assay: Type of Technology","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Other Readout Technology","Assay: Qualitative or Quantitative","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Antimicrobial Resistance Class","Assay: Other Antimicrobial Resistance Class","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: AST Output","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: End user profile (training level)","Assay: Lab vs. POC","Assay: Health Level","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Assay: Comments","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region"
"a2v69000004SEGU","MEDICLONE BIOTECH PRIVATE LIMITED","MEDICLONEBIOTECH.COM","South-East Asia","CHENNAI","India","13.04.2023","a2r69000006YUeV","CRP","","https://mediclonebiotech.com/index.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","15.00","Yes","","","India","South-East Asian Region"
"a2v69000004SEH6","Zhuhai Encode Medical Engineering Co.,ltd.","encode.com.cn","Western Pacific","Zhuhai","China","13.04.2023","a2r69000006YUf1","CRP Semi-Quantitative Rapid Test Device","","http://www.encode.com.cn/en/index.asp","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","China","Western Pacific Region"
"a2v69000004SEFt","Bioscience (Tianjin) Diagnostic Technology Co.,ltd.","bioscience-tj.com/en/index.php","Western Pacific","Unknown","China","13.04.2023","a2r69000006YUgS","Infection - CRP","Axceed P200","https://www.medicalexpo.com/prod/bioscience-tianjin-diagnostic-technology-co-ltd/product-114582-982339.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","China","Western Pacific Region"
"a2v69000004SEGV","MEDICLONE BIOTECH PRIVATE LIMITED","MEDICLONEBIOTECH.COM","South-East Asia","CHENNAI","India","13.04.2023","a2r69000006YUeW","CRP Rapid Diagnostic Test Kit","","https://mediclonebiotech.com/index.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Serum","","2.00","Yes","","","India","South-East Asian Region"
"a2v69000004SEH7","Hangzhou AllTest Biotech Co., Ltd.","alltests.com.cn","Western Pacific","Hangzhou","China","13.04.2023","a2r69000006YUf5","All test CRP Rapid Test cassette","","http://www.alltests.com.cn","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEFu","BioSino Bio-Technology and Science Inc.","sinobio.com.cn","Western Pacific","Hong Kong","China","13.04.2023","a2r69000006YUgT","POCT Platform Time-resolved Fluoroimmunoassay Analyzer - CRP","POCT Platform FT-1000","http://www.sinobio.com.cn/english/products/Rapid_Tests/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","ELISA/EIA","","Fluorescence","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Unknown","","1.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGW","Medix Biochemica","medixbiochemica.com/en","Europe","Unknown","Finland","13.04.2023","a2r69000006YUeX","Actim CRP Rapid Test (31031ETAC)","","https://www.medixbiochemica.com/en/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Whole Blood","","5.00","Yes","","","Finland","European Region"
"a2v69000004SEH8","Hangzhou AllTest Biotech Co., Ltd.","alltests.com.cn","Western Pacific","Hangzhou","China","13.04.2023","a2r69000006YUf6","All test CRP Rapid Test cassette (CCR-T402)","","http://www.alltests.com.cn","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEFv","Biosurfit, SA","biosurfit.com","Europe","Lisboa","Portugal","13.04.2023","a2r69000006YUgU","Spinit CRP","Biosurfit spinit technology","https://www.biosurfit.com/en/spinit/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Agglutination","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","","4.00","Yes","","","Portugal","European Region"
"a2v69000004SEFw","Biocan Diagnostics Inc","rapidtest.ca","Americas","Coquitlam","Canada","13.04.2023","a2r69000006YUe5","Human C-Reactive Protein (CRP) Serum Rapid Test (Cassette) RapiCard InstaTest, E","","http://www.rapidtest.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Serum","","10.00","Yes","","","Canada","Region of the Americas"
"a2v69000004SEGX","Medsource Ozone Biomedicals","ozonebio.com","South-East Asia","FARIDABAD","India","13.04.2023","a2r69000006YUeY","OZOTEX TURBI CRP","","https://www.ozonebio.com/products/W","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Agglutination","","Turbidity","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Unknown","","2.00","Yes","","","India","South-East Asian Region"
"a2v69000004SEH9","Hangzhou AllTest Biotech Co., Ltd.","alltests.com.cn","Western Pacific","Hangzhou","China","13.04.2023","a2r69000006YUf7","All test CRP Rapid Test cassette semi quantative","","http://www.alltests.com.cn","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGI","Biocan Diagnostics Inc","rapidtest.ca","Americas","Coquitlam","Canada","13.04.2023","a2r69000006YUdZ","C-REACTIVE PROTEIN (CRP) LATEX SLIDE TEST","","http://www.rapidtest.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","ELISA/EIA","","Turbidity","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Chemiluminescent Immunoassay (CLIA)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Serum","","3.00","Yes","","","Canada","Region of the Americas"
"a2v69000004SEFh","Changsha Sinocare Inc.","sinocareintl.com","Western Pacific","Changsha","China","13.04.2023","a2r69000006YUg5","FR CRP (C-REACTIVE PROTEIN) RAPID REAGENT TEST KIT","ICARE-2100 POC analyser","https://www.sinocareintl.com/Point-of-care-testing/icare-2100","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Serum","","8.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGJ","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","13.04.2023","a2r69000006YUfe","C-reactive protein Rapid Test Dipstick","","http://biozek.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Netherlands","European Region"
"a2v69000004SEFi","Wuhan Mingde Biotechnology Co., ltd.","mdeasydiagnosis.com","Western Pacific","Wuhan","China","13.04.2023","a2r69000006YUg7","Whole C-reactive protein (hs-CRP+conventional CRP) detection kit (fluorescence i","QFT9000 Dry Fluorescence Immunoassay Analyzer","http://www.mdeasydiagnosis.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","High sensitivity C-reactive protein (hsCRP)","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","Fluorescence Immunoassay","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","China","Western Pacific Region"
"a2v69000004SEGK","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","13.04.2023","a2r69000006YUff","C-reactive protein Semi-Quantitative Rapid Test Cassette (30mg)","","http://biozek.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Netherlands","European Region"
"a2v69000004SEFj","nal von minden GmbH","nal-vonminden.com","Europe","Moers","Germany","13.04.2023","a2r69000006YUg9","AFIAS CRP test 24 test cassettes","AFIAS-1 System","https://www.boditech.co.kr/en/product/instruments/id/1","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Germany","European Region"
"a2v69000004SEGL","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","13.04.2023","a2r69000006YUfg","C-reactive protein Semi-Quantitative Rapid Test Cassette (80mg)","","http://biozek.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Netherlands","European Region"
"a2v69000004SEFk","nal von minden GmbH","nal-vonminden.com","Europe","Moers","Germany","13.04.2023","a2r69000006YUg9","AFIAS CRP test 24 test cassettes","AFIAS-6 system","https://www.boditech.co.kr/en/product/instruments/id/1","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Germany","European Region"
"a2v69000004SEGM","Prestige Diagnostics UK ltd.","prestigediagnostics.co.uk","Europe","Galgorm","United Kingdom","13.04.2023","a2r69000006YUfh","Nefletron C-Reactive Protein (CRP)","","https://www.prestigediagnostics.co.uk/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Unknown","","","Yes","","","United Kingdom","European Region"
"a2v69000004SEFl","Nanjing Vazyme Medical Technology Co., ltd.","vazymemedical.com","Western Pacific","Nanjing","China","13.04.2023","a2r69000006YUgE","Full-scale C-reactive protein (hs-CRP/CRP) detection kit (quantum dot fluorescen","Quantum dot fluorescence immunoassay analyzer QD-S600","https://en.vazymemedical.com/Quantum-Dot-Fluorescence-Immunoassay-Analyzer-QD-S600-pd42460763.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Unspecified","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","Finger prick blood","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEGN","PRIMA Lab SA","primahometest.com","Europe","Balerna","Switzerland","13.04.2023","a2r69000006YUfi","PRIMA HOME TEST , C-Reactive Protein Test","","https://primahometest.com/en/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for self-testing (version available)","Whole Blood","","5.00","Yes","","","Switzerland","European Region"
"a2v69000004SEFm","Nanjing Vazyme Medical Technology Co., ltd.","vazymemedical.com","Western Pacific","Nanjing","China","13.04.2023","a2r69000006YUgF","Serum amyloid A and C-reactive protein combined detection kit (quantum dot fluor","Quantum dot fluorescence immunoassay analyzer QD-S600","https://en.vazymemedical.com/Quantum-Dot-Fluorescence-Immunoassay-Analyzer-QD-S600-pd42460763.html","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Unspecified","","Fluorescence","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","Finger prick blood","5.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEH0","Advy Y Chemical Pvt. ltd.","advychemical.com/the-firm","South-East Asia","Mumbai","India","13.04.2023","a2r69000006YUdy","QuaLax CRP Turbi Latex Kit","","https://www.advychemical.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum","","3.00","Yes","","","India","South-East Asian Region"
"a2v69000004SEGO","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","13.04.2023","a2r69000006YUfj","C-reactive protein Semi-Quantitative Rapid Test Dipstick","","http://biozek.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Netherlands","European Region"
"a2v69000004SEFn","NeoMedica d.o.o.","neomedica.rs","Europe","Niš","Serbia","13.04.2023","a2r69000006YUgI","NeoMedica - CRP DEVICE","NW-37 Point of care Analyzer","https://neomedica.rs/products/poct/nw-37-point-of-care-analyzer/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","ELISA/EIA","","Other","Unknown","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Unspecified","Disc","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","3.00","Yes","","","Serbia","European Region"
"a2v69000004SEH1","Biolabo S.A.S.","biolabo.fr/index-en.html","Europe","Unknown","France","13.04.2023","a2r69000006YUe1","CRP-LATEX","","http://www.biolabo.fr/index-en.html","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","ELISA/EIA","","Turbidity","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Chemiluminescent Immunoassay (CLIA)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Serum","","2.00","Yes","","","France","European Region"
"a2v69000004SEGP","Blue Cross Bio-Medica (Beijing?Co., ltd.","bcbmo.com/en","Western Pacific","Beijing","China","13.04.2023","a2r69000006YUfk","Test step CRP (collodial gold)","","http://www.bcbmo.com","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","China","Western Pacific Region"
"a2v69000004SEFo","NG Biotech","ngbiotech.com","Europe","Guipry","France","13.04.2023","a2r69000006YUgJ","NG Quant CRP","Project NG-Test Reader + mobile Ap","https://ngbiotech.com/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","L1: Primary Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","France","European Region"
"a2v69000004SEHB","Changchun Merydi Bio-Tech Co., ltd.","merydi.en.ecplaza.net","Western Pacific","Unknown","China","13.04.2023","a2r69000006YUg4","CRP diagnostic kits (colloidal gold)","","https://merydi.en.ecplaza.net/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Unknown","","","Yes","","","China","Western Pacific Region"
"a2v69000004SEGb","DIALAB GmbH","dialab.at/en/home","Europe","Lower Austria","Austria","13.04.2023","a2r69000006YUec","CRP, wb / s / pl","","https://www.dialab.at/en/home/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","Austria","European Region"
"a2v69000004SEHC","VitroScient","vitroscient.com","Eastern Mediterranean","Unknown","Egypt, Arab Rep.","13.04.2023","a2r69000006YUg6","CRP-Turbilatex","","https://vitroscient.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum","","2.00","Yes","","","Egypt","Eastern Mediterranean Region"
"a2v69000004SEGc","DYONMED SA","dyonmedical.com","Europe","Unknown","Austria","13.04.2023","a2r69000006YUeg","DyonCRP C-reactive protein","","https://dyonmedical.com/en/home/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Colorimetric","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Plasma; Serum; Whole Blood","","5.00","Yes","","","Austria","European Region"
"a2v69000004SEHD","Monocent, Inc.","monocent.com","Americas","Canoga Park","United States","13.04.2023","a2r69000006YUg8","CRP Latex Agglutination","","https://www.monocent.com/","Regulatory Status Unknown","Already on the market (commercialized)","None","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Unknown","Not applicable","","Not applicable","","Not applicable","","Not applicable","IA Reagent Kit","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Unknown","","","Yes","","","United States","Region of the Americas"
"a2v69000004SEGd","EKF Diagnostics","ekfdiagnostics.com","Europe","Penarth","United Kingdom","13.04.2023","a2r69000006YUeh","RaPET CRP","","ekfdiagnostics.com/rapet-serology.html","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD; US FDA 510k","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Slide Agglutination","","Turbidity","","Semi-quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Slide Agglutination","","No instrumentation is required","Manual","Community level (lay person)","True Point of Care","L0: Community","Intended for professional use only","Serum","","3.00","Yes","","","United Kingdom","European Region"
