"Submission ID","Performance Detail Submission ID","Created Date","Date of Submission","Country of Manufacturer","Region","Website","Organisation Name","Submission Title","Disease Target","Stage of Development","Regulatory Approval","Type of Technology","Assay Target","Target Analyte(s)","Technology principle","Test Format","Instrument requirement","Level of automation","Lab vs. POC","Self-testing/Self-Collection","Validated Sample Types","Time to results excl sample prep (mins)","Time to results incl sample prep (mins)","Connectivity Solution","FIND Evaluation","Impact of SARS-COV-2 Alpha variant","Impact of SARS-COV-2 Beta variant","Impact of SARS-COV-2 Gamma variant","Impact of SARS-COV-2 Delta variant","Impact of SARS-COV-2 Delta+ variant","Impact of SARS-COV-2 Omicron variant","S gene dropout","SARS-CoV-2 variant(s)","Test to be listed on FIND's web page?","Data to be published on FIND's web page","Is this a variant detection test?","Revoked/Not Approved By","Study Type","Sensitivity (%)","Specificity (%)","Number of positive samples","Number of negative samples","Total number of samples"
"a0B6900001J3zeQ","a266900000A9wDn","03.04.2021","03.04.2021","China","Western Pacific","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","iFlash-2019-nCoV Antigen","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","0.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J3zeV","a266900000A9wDo","03.04.2021","03.04.2021","China","Western Pacific","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","Unicell-2019-nCoV Ag","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LklcV","a2669000009z9ah","02.09.2021","02.09.2021","China","Western Pacific","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","iFlash 2019-nCoV IgA","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","IgA","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001K3h90","a266900000ABTRv","21.07.2021","21.07.2021","China","Western Pacific","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","GLINE-2019-nCoV NAb","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","Neutralizing Antibodies","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","16.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.45","99.63","249","284","533"
"a0B6900001LlzTy","a266900000B5QID","28.03.2022","","China","Western Pacific","szyhlo.com","Shenzhen Yhlo Biotech Co. ltd.","GLINE-2019-nCoV Ag Saliva","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001J4Vr3","a266900000A9wKA","25.06.2021","25.06.2021","China","Western Pacific","yilifangbio.com/","Shenzhen Yilifang Biotech Co., ltd.","COVID-19 Antigen Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.90","94.50","160","340","500"
"a0B6900001LlH0i","a266900000AuFWo","01.12.2021","01.12.2021","China","Western Pacific","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","SARS-CoV-2COVID-19Antibody Rapid Detection Kit (Lateral Flow Method)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma; Venous blood","15.00","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LlHNX","a266900000AuOBF","02.12.2021","02.12.2021","China","Western Pacific","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","Novel Coronavirus(SARS-CoV-2) Nucleic Acid Detection Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene; ORF1ab","RT-isothermal NAT (other)","NAT reagent kit – open source","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage; Sputum","60.00","25.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LlHGR","a266900000AuKAa","02.12.2021","02.12.2021","China","Western Pacific","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","SARS-CoV-2 Neutralizing Antibody Detection Kit (Fluorescence Immunoassay)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","Neutralizing Antibodies","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Serum; Plasma; Venous blood","15.00","20.00","Unknown","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001J4aIo","a266900000A9wKO","07.07.2021","07.07.2021","China","Western Pacific","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","SARS-CoV-2(COVID-19)Antigen Rapid Detection Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.25","97.60","109","125","234"
"a0B6900001LlzX3","a266900000B5QKP","28.03.2022","","China","Western Pacific","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","SARS-CoV-2 (COVID-19) Antigen Rapid Detection Kit (Lateral Flow Method)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlHMZ","a266900000AuO2c","02.12.2021","02.12.2021","China","Western Pacific","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","2019-nCoV Nucleic Acid Detection Kit (Real Time PCR)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene; ORF1b","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage; Sputum","26.00","30.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001J4BVl","a266900000A9wFf","04.05.2021","04.05.2021","United States","Americas","sherlock.bio","Sherlock Biosciences","Sherlock CRISPR SARS-CoV-2 Kit","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Molecular","RNA","N gene; ORF1ab","RT-LAMP","NAT reagent kit – open source","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lklgs","a2669000009z9f4","02.09.2021","02.09.2021","Japan","Western Pacific","shimadzu.com","Shimadzu Corp.","2019 Novel Coronavirus Detection Kit","SARS-CoV-2","Research Use Only (RUO)","None","Molecular","RNA","N gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab; Nasal swab","","120.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001PJviy","a266900000AWLLG","30.08.2022","30.08.2022","Japan","Western Pacific","shimadzu.com","Shimadzu Corp.","Ampdirect 2019-nCoV Detection kit","SARS-CoV-2","Regulatory Achieved","Japan MHLW","Molecular","RNA","N gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab; Nasal swab","","120.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LklbR","a2669000009z9Zd","02.09.2021","02.09.2021","China","Western Pacific","xinchengbio.com/","Sichuan Xincheng Biological Co., ltd.","SARS-Cov-2 IgG/M Antibody Assay Kit by Immunofluorescence Chromatography Method","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","8.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LlzTz","a266900000B5QIE","28.03.2022","","China","Western Pacific","xinchengbio.com/","Sichuan Xincheng Biological Co., ltd.","SARS-Cov-2 Antigen Assay kit by Immunofluorescence Chromatography method","SARS-CoV-2","Regulatory Achieved","CE-IVD; Germany BfArM","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlLcv","a266900000AvUE6","13.12.2021","","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","ADVIA Centaur SARS-CoV-2 IgG (sCOVG)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Korea MFDS; Australia TGA; WHO EUL Under Assessment","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.58","99.90","249","1995","2244"
"a0B6900001LlLcu","a266900000AvXWS","13.12.2021","","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Atellica IM SARS-CoV-2 IgG (sCOVG)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; WHO EUL Under Assessment","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.58","99.90","","",""
"a0B6900001LklcZ","a2669000009z9al","02.09.2021","02.09.2021","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","ADVIA Centaur SARS-CoV2 Total (COV2T)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Korea MFDS; Australia TGA; Health Canada; WHO EUL Under Assessment","Immunoassay","Antibody (serological)","IgG; IgM","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lklca","a2669000009z9am","02.09.2021","02.09.2021","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Atellica IM SARS-CoV-2 Total (COV2T)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada; WHO EUL Under Assessment","Immunoassay","Antibody (serological)","IgG; IgM; IgA","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001PDnkr","a266900000BBn8B","25.05.2022","25.05.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","ADVIA Centaur SARS-CoV-2 IgG assay","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","0.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.58","99.90","","",""
"a0B6900001PDnl7","a266900000BBn8W","25.05.2022","25.05.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Atellica IM SARS-CoV-2 IgG assay","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","0.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.58","99.90","","",""
"a0B6900001J3zea","a266900000A9wDp","03.04.2021","03.04.2021","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","CLINTEST Rapid COVID-19 Antigen Test","SARS-CoV-2","Regulatory Achieved","CE-IVD; Germany BfArM; Other","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-collection (kit available)","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","99.20","96.70","0","0","0"
"a0B6900001Lm4dL","a266900000BEWLz","11.04.2022","11.04.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Dimension Vista SARS-CoV-2 Total antibody assay (COV2T)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada","Immunoassay","Antibody (serological)","Total Antibody","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lm4dJ","a266900000BEWLx","11.04.2022","11.04.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Dimension EXL SARSCoV2 IgG (CV2G)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lm4dK","a266900000BEWLy","11.04.2022","11.04.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Dimension Vista SARSCoV2 IgG (COV2G)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lm4dM","a266900000BEWM0","11.04.2022","11.04.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Dimension EXL SARS-CoV-2 Total antibody assay (CV2T)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada","Immunoassay","Antibody (serological)","Total Antibody","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lm4dN","a266900000BEWM1","11.04.2022","11.04.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","Atellica IM SARS-CoV-2 Antigen (CoV2Ag)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Japan MHLW","Immunoassay","Antigen","N-protein","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasal swab","24.00","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","85.11","100.00","47","119","166"
"a0B6900001Lm4dO","a266900000BEWM2","11.04.2022","11.04.2022","United States","Americas","siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi","Siemens Healthcare Diagnostics Inc.","ADVIA Centaur SARS-CoV-2 Antigen (CoV2Ag)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Japan MHLW","Immunoassay","Antigen","N-protein","ELISA/EIA","Chemiluminescent Immunoassay (CLIA)","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasal swab","24.00","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","85.11","100.00","47","118","165"
"a0B6900001J3xmv","a266900000A9wCB","30.03.2021","30.03.2021","Germany","Europe","siemens-healthineers.com/","Siemens Healthineers","CLINITEST Rapid COVID-19 Antigen Self-Test","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Japan MHLW; Health Canada; CE-IVD; MHRA UK; Germany BfArM","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.25","100.00","109","128","237"
"a0B6900001LlzU0","a266900000B5QIF","28.03.2022","","Germany","Europe","siemens-healthineers.com/","Siemens Healthineers","ADVIA Centaur XP/XPT SARS-CoV-2 Antigen (CoV2Ag)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","28.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.46","99.62","0","0","0"
"a0B6900001LlzU1","a266900000B5QIG","28.03.2022","","Germany","Europe","siemens-healthineers.com/","Siemens Healthineers","Atellica IM SARS-CoV-2 Antigen (CoV2Ag)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","ELISA/EIA","IA Reagent Kit","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","26.00","0.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.55","100.00","0","0","0"
"a0B6900001LlzU2","a266900000B5QIH","28.03.2022","","Germany","Europe","siemens-healthineers.com/","Siemens Healthineers","CLINITEST Rapid Covid-19 Antigen Test","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein; S-protein (type unknown)","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.25","100.00","109","128","237"
"a0B6900001Lklgt","a2669000009z9f5","02.09.2021","02.09.2021","Canada","Americas","signalchem.com","SignalChem Biotech Inc.","2019-nCoV High Sensitivity S1 Protein ELISA Kit","SARS-CoV-2","Research Use Only (RUO)","None","Immunoassay","Antigen","S-protein S1","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva; Serum","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001Lklgu","a2669000009z9f6","02.09.2021","02.09.2021","Canada","Americas","signalchem.com","SignalChem Biotech Inc.","2019-nCoV S1 Protein ELISA Kit","SARS-CoV-2","Research Use Only (RUO)","None","Immunoassay","Antigen","S-protein S1","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva; Serum","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001Lklgv","a2669000009z9f7","02.09.2021","02.09.2021","Canada","Americas","signalchem.com","SignalChem Biotech Inc.","2019-nCoV Neutralization ELISA Kit","SARS-CoV-2","Research Use Only (RUO)","None","Immunoassay","Antibody (serological)","Neutralizing Antibodies","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lklgw","a2669000009z9f8","02.09.2021","02.09.2021","Canada","Americas","signalchem.com","SignalChem Biotech Inc.","2019-nCoV N-S1 Human IgA ELISA Kit","SARS-CoV-2","Research Use Only (RUO)","None","Immunoassay","Antibody (serological)","IgA","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
