"Performance Detail Submission: ID","Parent Submission: Created Date","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Product Website","Parent Submission: Regulatory Approval","Sensitivity (%)","Specificity (%)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000A9w85","08.03.2021","08.03.2021","SD BIOSENSOR INC","STANDARD F SARS-CoV-2 nAb FIA","SARS-CoV-2","Research Use Only (RUO)","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","None","100.00","99.00","Immunoassay","Antibody (serological)","Neutralizing Antibodies","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Serum; Plasma","15.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w86","08.03.2021","08.03.2021","SD BIOSENSOR INC","STANDARD i-Q COVID-19 Ag","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","CE-IVD","83.30","100.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AWLKc","30.08.2022","30.08.2022","SD BIOSENSOR INC","STANDARD Q COVID-19 IgM/IgG Combo","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","CE-IVD","98.85","95.00","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma; Whole Blood","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9Xt","02.09.2021","02.09.2021","SD BIOSENSOR INC","STANDARD E COVID-19 Total Antibody Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","CE-IVD","98.00","100.00","Immunoassay","Antibody (serological)","IgG; IgM; IgA","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BEWLw","11.04.2022","11.04.2022","SD BIOSENSOR INC","COVID-19 At-Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","US FDA EUA","95.30","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BAcit","02.05.2022","02.05.2022","SD BIOSENSOR INC","STANDARD F COVID-19 IgM/IgG Combo FIA","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com/","Korea MFDS; CE-IVD","100.00","95.33","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Serum; Plasma; Whole Blood","15.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHJ","28.03.2022","","SD BIOSENSOR INC","SARS-CoV-2 & Flu A/B Rapid Antigen Test","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","Korea, Republic of","Western Pacific","https://diagnostics.roche.com/","CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lnA","04.02.2022","04.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test Nasal (STANDARD Q - COVID-19 At-Home Test)","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","US FDA EUA; CE-IVD","95.30","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lnB","04.02.2022","04.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Australia TGA; Health Canada","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lnF","04.02.2022","04.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test Nasal","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Australia TGA; Health Canada; Singapore HSA; CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2lds","01.02.2022","01.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Antigen Self Test Nasal","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","Australia TGA; Health Canada; Singapore HSA; CE-IVD","82.50","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","MHRA UK"
"a266900000B2ldt","01.02.2022","01.02.2022","SD BIOSENSOR INC","SARS-CoV-2 Rapid Antigen Test Nasal With Control","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","99.10","89.60","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldv","01.02.2022","01.02.2022","SD BIOSENSOR INC","Standard Q COVID-19 Ag Home Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Korea MFDS; Singapore HSA","94.94","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldw","01.02.2022","01.02.2022","SD BIOSENSOR INC","Standard Q COVID-19 AG Nasal Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Singapore HSA; CE-IVD","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2leH","02.02.2022","02.02.2022","SD BIOSENSOR INC","Standard Q COVID-19 AG Nasal Test With Control","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.sdbiosensor.com","Health Canada","97.12","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009j2he","01.08.2022","01.08.2022","Seasun Biomaterials","SSf-COVID19 (U-Top Fast COVID19)","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","Korea MFDS","0.00","0.00","Molecular","RNA","E gene; ORF1ab; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","40.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6q","05.03.2021","05.03.2021","Seasun Biomaterials","U-TOP COVID-19 Detection Kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","US FDA EUA; Health Canada; CE-IVD","100.00","100.00","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage; Sputum","120.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6t","05.03.2021","05.03.2021","Seasun Biomaterials","AQ-TOP COVID-19 rapid Detection Kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","US FDA EUA; CE-IVD","100.00","100.00","Molecular","RNA","ORF1ab","RT-LAMP","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage; Sputum","30.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6u","05.03.2021","05.03.2021","Seasun Biomaterials","AQ-TOP COVID-19 rapid Detection Kit Plus","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","US FDA EUA; Korea MFDS; CE-IVD","100.00","100.00","Molecular","RNA","N gene; ORF1ab","RT-LAMP","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage","30.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6v","05.03.2021","05.03.2021","Seasun Biomaterials","U-TOP COVID-19 Detection Kit Plus","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","Korea MFDS; CE-IVD","100.00","100.00","Molecular","RNA","E gene; N gene; S gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","120.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6w","05.03.2021","05.03.2021","Seasun Biomaterials","U-TOP SARS-CoV-2 & Flu A/B","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","Korea MFDS; CE-IVD","100.00","100.00","Molecular","RNA","N gene; ORF1ab; InfB NS; InfA Matrix gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","100.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6x","05.03.2021","05.03.2021","Seasun Biomaterials","SSu COVID19 Plus","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.seasunbio.com","CE-IVD","100.00","100.00","Molecular","RNA","E gene; S gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","100.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8O","08.03.2021","08.03.2021","Seegene Inc.","Allplex SARS-CoV-2 Assay","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","http://www.seegene.com/","Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; WHO EUL Under Assessment; Ecuador ARCSA","100.00","96.70","Molecular","RNA","E gene; N gene; S gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva; Other","115.00","No","Yes","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Confirmed S-gene drop out (based on analytical/clinical studies)","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8R","08.03.2021","08.03.2021","Seegene Inc.","Allplex SARS-CoV-2 Variants I Assay","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","http://www.seegene.com/","CE-IVD","0.00","0.00","Molecular","RNA","S gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Sputum; Other","115.00","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Alpha; Beta; Gamma","Yes, I would like the test to be made public on FIND’s test directory","Yes","Yes","None"
"a266900000A9w8P","08.03.2021","08.03.2021","Seegene Inc.","Allplex SARS-CoV-2 Master Assay","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","","CE-IVD","0.00","0.00","Molecular","RNA","E gene; N gene; S gene; ORF1ab; RdRp gene; Other","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Sputum; Saliva; Other","108.00","Yes","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Impact (analytical/clinical studies)","No impact (analytical/clinical studies conducted)","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AvaCW","14.12.2021","14.12.2021","Seegene Inc.","Novaplex SARS-CoV-2 Variants VII","SARS-CoV-2","Research Use Only (RUO)","Korea, Republic of","Western Pacific","https://www.seegene.com/","None","","","Molecular","RNA","S gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab","","No","No","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Alpha; Beta; Delta; Omicron","Yes, I would like the test to be made public on FIND’s test directory","Yes","Yes","None"
"a266900000B5hdl","01.04.2022","01.04.2022","Seegene Inc.","Allplex RV Master Assay","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","http://www.seegene.com/","Australia TGA; CE-IVD","","","Molecular","RNA","E gene; N gene; S gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva; Other","115.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","No expected impact (in silico analyses)","Unknown","Confirmed S-gene drop out (based on analytical/clinical studies)","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BEmPI","18.04.2022","18.04.2022","Seegene Inc.","Allplex SARS-CoV-2 fast PCR Assay","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","http://www.seegene.com/","Australia TGA; CE-IVD","99.17","99.81","Molecular","RNA","E gene; N gene; RdRp gene","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage","52.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000Auhku","03.12.2021","","Seegene Inc.","Allplex 2019-nCoV Assay","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","http://www.seegene.com/","US FDA EUA; Australia TGA; Health Canada","100.00","93.00","Molecular","RNA","E gene; N gene; RdRp gene","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AWLGH","29.08.2022","29.08.2022","Sekisui Medical Co., ltd.","RapidTesta RSV & SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","","Japan MHLW","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AWLGU","29.08.2022","29.08.2022","Sekisui Medical Co., ltd.","RapidTesta FLU & SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","","Japan MHLW","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2cWO","04.02.2022","04.02.2022","Sekisui Medical Co., ltd.","RapidTesta SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","","Japan MHLW","0.00","0.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wGy","11.05.2021","11.05.2021","SelfDiagnostics Deutschland GmbH","Selfdiagnostics FastCoV-2 RNA Kit","SARS-CoV-2","Regulatory Achieved","Germany","Europe","","CE-IVD","","","Molecular","RNA","S gene; ORF1a","RT-isothermal NAT (other)","NAT reagent kit – open source","Standard lab instrumentation is required","Fully automated (including sample preparation)","True Point of Care","Intended for self-testing (in development)","Nasopharyngeal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wAV","26.03.2021","26.03.2021","Sengenics Corporation","Sengenics ImmuSAFE COVID+ biochip","SARS-CoV-2","Research Use Only (RUO)","Malaysia","Western Pacific","https://www.sengenics.com","None","0.00","0.00","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","1020.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6L","04.03.2021","04.03.2021","Sengenics Corporation","Sengenics ImmuSAFE COVID+ Biochip Test","SARS-CoV-2","Research Use Only (RUO)","Malaysia","Western Pacific","https://www.sengenics.com","None","100.00","100.00","Immunoassay","Antibody (serological)","IgG","Other","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Serum","720.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9aL","02.09.2021","02.09.2021","Sengenics Corporation","ImmuSAFE Respiratory Virus Protein Microarray","SARS-CoV-2","Research Use Only (RUO)","Malaysia","Western Pacific","https://www.sengenics.com","None","","","Immunoassay","Antibody (serological)","Unknown","Other","Unspecified","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Serum; Plasma","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDc","03.04.2021","03.04.2021","SensingSelf, Pte, ltd.","S1 COVID-19 Rapid Antigen Test","SARS-CoV-2","Regulatory Achieved","Montenegro","Europe","https://sensingself.me/antigen_s1.php","CE-IVD","91.00","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum; Saliva; Feces","15.00","No","No","Unknown","Unknown","","","","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDd","03.04.2021","03.04.2021","SensingSelf, Pte, ltd.","S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B","SARS-CoV-2; Middle East Respiratory Syndrome (MERS); Influenza A; Influenza B","Regulatory Achieved","Montenegro","Europe","https://sensingself.me/antigen_s1.php","CE-IVD","90.00","100.00","Immunoassay","Antigen","S-protein (type unknown); Influenza A; Influenza B; Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum; Saliva; Feces","15.00","No","No","Unknown","Unknown","","","","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QI2","28.03.2022","","SensingSelf, Pte, ltd.","S2 Covid-19 Rapid Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","Montenegro","Europe","www.sensingself.me","CE-IVD","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDe","03.04.2021","03.04.2021","Sensitest The Netherlands BV","Sensitest Joysbio Antigen Rapid Test for Covid-19","SARS-CoV-2","Regulatory Achieved","Netherlands","Europe","https://www.sensitest.com/index.php?p=sensitest-covid-corona-antigen-test","China NMPA; CE-IVD","0.00","98.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9f0","02.09.2021","02.09.2021","Sente Biolab","Senteligo Covid-19 qRT PCR Detection Kit","SARS-CoV-2","Regulatory Achieved","Turkey","Europe","https://sentebiolab.com.tr","CE-IVD","99.30","100.00","Molecular","RNA","N gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Nasal swab; Bronchoalveolar lavage; Sputum; Other","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
