submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,disease_target,stage_of_development,permalink,regulatory_status,clinical_sensitivity,clinical_specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,time_to_results_incl_prep,connectivity_solution,find_evaluation,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta,sc2_delta_plus,sc2_omicron,s_gene_dropout,scov2_variants,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,is_this_a_variant_detection_test,revoked_not_approved_by,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,regex,country,region
a0B6900001LlI1h,a266900000AuhmP,NA,Roche Molecular Systems,cobas SARS-CoV-2 & Influenza A/B,SARS-CoV-2,Regulatory Achieved,diagnostics.roche.com,US FDA EUA; Korea MFDS; Australia TGA; Health Canada; MHRA UK,100,100,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Nasal swab,NA,NA,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lldxi,a266900000B2cUb,04.02.22,"ROHTO Pharmaceutical Co., ltd.",Check MR-COV19,SARS-CoV-2,Regulatory Achieved,NA,Japan MHLW,82.9,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,20,15,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,82,50,132,japan,Japan,Asia
a0B6900001J3zdN,a266900000A9wDa,03.04.21,Romed-Holland ? Van Oostveen Medical B.V.,Romed Coronavirus Ag Rapid Test Cassette (Swab),SARS-CoV-2,Regulatory Achieved,romed.nl/downloads/Coronavirus-AgRapid-Test-Cassette(Swab)-Specs.pdf,CE-IVD,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,0,0,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bant)(?!.*\bcarib).*netherlands,Netherlands,Europe
a0B6900001J3nJY,a266900000A9w7P,05.03.21,"RPC ""Diagnostic Systems"", ltd.",DS-IA-ANTI-SARS-CoV-2,SARS-CoV-2,Regulatory Achieved,npods.ru,CE-IVD; WHO EUL Under Assessment,100,99.3,Immunoassay,Antibody (serological),Total Antibody,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,80,80,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,256,2433,2689,\brussia|soviet.?union|u\.?s\.?s\.?r|socialist.?republics,Russia,Europe
a0B6900001J3nKb,a266900000A9w7R,05.03.21,"RPC ""Diagnostic Systems"", ltd.",DS-IA-ANTI-SARS-CoV-2-G,SARS-CoV-2,Regulatory Achieved,npods.ru,CE-IVD; WHO EUL Under Assessment,100,99.2,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,80,80,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,322,1880,2202,\brussia|soviet.?union|u\.?s\.?s\.?r|socialist.?republics,Russia,Europe
a0B6900001J3nL0,a266900000A9w7T,05.03.21,"RPC ""Diagnostic Systems"", ltd.",DS-IA-ANTI-SARS-CoV-2-G (S),SARS-CoV-2,Regulatory Achieved,npods.ru,CE-IVD,100,100,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,80,80,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,384,443,827,\brussia|soviet.?union|u\.?s\.?s\.?r|socialist.?republics,Russia,Europe
a0B6900001J3nMS,a266900000A9w7U,05.03.21,"RPC ""Diagnostic Systems"", ltd.",DS-IA-ANTI-SARS-CoV-2-SPECTRUM,SARS-CoV-2,Regulatory Achieved,npods.ru,CE-IVD,100,99.31,Immunoassay,Antibody (serological),Total Antibody,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,50,50,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,323,290,613,\brussia|soviet.?union|u\.?s\.?s\.?r|socialist.?republics,Russia,Europe
a0B6900001LlvNM,a266900000B554g,18.03.22,RTA Laboratories,Maxsure COVID-19 Antigen Test,SARS-CoV-2,Regulatory Achieved,rtalabs.com.tr,CE-IVD; Germany BfArM,94.03,99.49,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,134,195,329,turkey,Turkey,Europe
a0B6900001LlI0q,a266900000Auhkr,NA,RTA Laboratories,Diagnovital SARS-CoV-2 Real-Time PCR Kit,SARS-CoV-2,Regulatory Achieved,rtalabs.com.tr,CE-IVD,100,100,Molecular,RNA,E gene; RdRp gene,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,WHO EUL; US FDA EUA,Company-Sponsored,NA,NA,NA,turkey,Turkey,Europe
a0B6900001J4cqS,a266900000ABSdW,14.07.21,"Safecare Biotech(Hangzhou)Co.,ltd.",COVID-19 Antigen Rapid Test Kit(Saliva),SARS-CoV-2,Regulatory Achieved,safecare.com.cn,CE-IVD,98.5,99.45,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,133,183,316,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4cr1,a266900000ABT6w,14.07.21,"Safecare Biotech(Hangzhou)Co.,ltd.",COVID-19 IgG/IgM Rapid Test Kit (Whole Blood/Serum/Plasma),SARS-CoV-2,Regulatory Achieved,safecare.com.cn,CE-IVD,84.91,91.81,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum; Plasma,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,53,171,224,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001Lld3S,a266900000B2ldM,01.02.22,"Safecare Biotech(Hangzhou)Co.,ltd.",COVID-19 Antigen Rapid Test Kit(Swab) self-testing,SARS-CoV-2,Regulatory Achieved,safecare.com.cn,CE-IVD,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4bri,a266900000Adbns,12.07.21,"Safecare Biotech(Hangzhou)Co.,ltd.",COVID-19 Antigen Rapid Test Kit(Swab),SARS-CoV-2,Regulatory Achieved,safecare.com.cn,CE-IVD; MHRA UK,97.52,99.4,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,121,166,287,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4bs7,a266900000AdboN,12.07.21,"Safecare Biotech(Hangzhou)Co.,ltd.",Multi-Respiratory Virus Antigen Test Kit(Swab)(Influenza A+B/ COVID-19),SARS-CoV-2,Regulatory Achieved,safecare.com.cn,CE-IVD,97.04,99.44,Immunoassay,Antigen,N-protein; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,135,180,315,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4bsb,a266900000Adbpz,12.07.21,"Safecare Biotech(Hangzhou)Co.,ltd.",COVID-19 Neutralizing Antibody Rapid Test Kit(Whole Blood/Serum/Plasma),SARS-CoV-2,Regulatory Achieved,safecare.com.cn,CE-IVD,99.29,99.76,Immunoassay,Antibody (serological),Neutralizing Antibodies,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum; Plasma,15,25,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001OTPeK,a2669000009j1vL,26.06.22,Salignostics ltd.,SaliCOV,SARS-CoV-2,Regulatory Achieved,salignostics.com,CE-IVD,98,99,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Saliva,15,20,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,65,300,365,israel,Israel,Asia
a0B6900001Lm4dH,a266900000BEWLv,11.04.22,Salofa Oy,Sienna-Clarity COVIBLOCK COVID-19 IgG/IgM Rapid Test Cassette,SARS-CoV-2,Regulatory Achieved,salofa.com/en,US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum; Plasma,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,finland,Finland,Europe
a0B6900001LlI0r,a266900000Auhks,NA,Salofa Oy,Sienna-Clarity COVID-19 Antigen Rapid Test Cassette,SARS-CoV-2,Regulatory Achieved,salofa.com/en,US FDA EUA; CE-IVD,87.5,98.9,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,40,93,133,finland,Finland,Europe
a0B6900001J47YY,a266900000A9wF4,23.04.21,Sansure Biotech Inc.,Novel Coronavirus (2019-nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Prob,SARS-CoV-2,Regulatory Achieved,sansureglobal.com,US FDA EUA; China NMPA; Australia TGA; Brazil ANVISA; Health Canada; CE-IVD; MHRA UK; WHO EUL Under Assessment,99.58,100,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Sputum; Feces; Serum,90,NA,No,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,WHO EUL,Company-Sponsored,238,498,736,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J43lF,a266900000A9wEa,15.04.21,Sansure Biotech Inc.,SARS-CoV-2 Rapid Antigen Test (Colloidal Gold Method),SARS-CoV-2,Regulatory Achieved,sansureglobal.com,CE-IVD; MHRA UK,98.4,98.1,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,487,645,1132,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4MOa,a266900000A9wIb,31.05.21,Sansure Biotech Inc.,iPonatic Novel Coronavirus(2019-nCoV) Nucleic Acid Diagnostic Kit,SARS-CoV-2,Regulatory Achieved,sansureglobal.com,China NMPA; Brazil ANVISA; CE-IVD; Other,94,99,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab,30,60,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,NA,Company-Sponsored,53,193,246,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001LlzTj,a266900000B5QHy,NA,Sansure Biotech Inc.,SARS-CoV-2 Rapid Antigen Test (Immunochromatography Assay),SARS-CoV-2,Regulatory Achieved,sansureglobal.com,CE-IVD,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J47YY,a266900000B5hdg,23.04.21,Sansure Biotech Inc.,Novel Coronavirus (2019-nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Prob,SARS-CoV-2,Regulatory Achieved,sansureglobal.com,US FDA EUA; China NMPA; Australia TGA; Brazil ANVISA; Health Canada; CE-IVD; MHRA UK; WHO EUL Under Assessment,94.34,98.96,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage; Sputum; Feces; Serum,90,NA,No,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,WHO EUL,Company-Sponsored,52,194,246,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001LlzTk,a266900000B5QHz,NA,Savyon Diagnostics,Savvycheck SARS-CoV-2 Ag,SARS-CoV-2,Regulatory Achieved,savyondx.com,CE-IVD,92.67,98.12,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,israel,Israel,Asia
a0B6900001J3mll,a266900000A9w6V,04.03.21,ScheBo Biotech AG,ScheBo SARS CoV-2 Quick ANTIGEN,SARS-CoV-2,Regulatory Achieved,schebo.com,CE-IVD,97.3,99,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Serum,15,16,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,150,550,700,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a0B6900001Lkldm,a2669000009z9by,02.09.21,Schweitzer Biotech Company ltd.,SBC RNP qPCR Kit,SARS-CoV-2,Research Use Only (RUO),sbc-biotech.com,None,NA,NA,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,120,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a0B6900001J3mcZ,a266900000A9w6D,04.03.21,Schweitzer Biotech Company ltd.,SBC SARS-CoV-2 MDxqPCR Kit,SARS-CoV-2,Regulatory Achieved,sbc-biotech.com,CE-IVD; Taiwan FDA,100,96.6,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,60,120,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,30,29,59,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a0B6900001J4CeG,a266900000A9wFw,05.05.21,Scope Fluidics,SARS-CoV-2 Panel,SARS-CoV-2,Regulatory Achieved,scopefluidics.com,CE-IVD,NA,NA,Molecular,RNA,Unknown,qRT-PCR,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Unknown,15,NA,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,NA,NA,NA,poland,Poland,Europe
a0B6900001LlzTl,a266900000B5QI0,NA,SCREEN Italia,SCREEN TEST COVID-19 SALIVA,SARS-CoV-2,Regulatory Achieved,screenitalia.it/,CE-IVD,90.1,99.3,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Sputum; Saliva,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,101,305,406,italy,Italy,Europe
a0B6900001LlzTm,a266900000B5QI1,NA,SCREEN Italia,Screentest Covid-19+FLU A/B,SARS-CoV-2,Regulatory Achieved,screenitalia.it/,CE-IVD,96.4,99,Immunoassay,Antigen,N-protein; Influenza A; Influenza B,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,83,191,274,italy,Italy,Europe
a0B6900001LlzX1,a266900000B5QKN,NA,SCREEN Italia,SCREEN TEST COVID-19 AG - COVID-19 ANTIGEN RAPID TEST,SARS-CoV-2,Regulatory Achieved,screenitalia.it/,CE-IVD,93.5,99.3,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,123,300,423,italy,Italy,Europe
a0B6900001Lm4MN,a266900000B65uv,11.04.22,SD BIOSENSOR INC,Pilot COVID-19 At-Home Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,US FDA EUA,95.3,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,43,85,128,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3zdS,a266900000B23YT,03.04.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,4,0,4,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001J3zdS,a266900000B49iN,03.04.21,SD BIOSENSOR INC,STANDARD Q COVID-19 Ag test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,WHO EUL; Korea MFDS; Australia TGA; Brazil ANVISA; CE-IVD; India CDSCO; South Africa SAHPRA,52.9,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,20,25,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,36,34,70,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001Lle5c,a266900000B49lh,04.02.22,SD BIOSENSOR INC,SARS-CoV-2 Rapid Antigen Test,SARS-CoV-2,Regulatory Achieved,sdbiosensor.com,Australia TGA; Health Canada,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,20,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Independent,0,0,0,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
