submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,permalink,regex,country,region
a266900000Auhl5,T2 Biosystems,T2SARS-CoV-2 Panel,Molecular,Intended for professional use only,RNA,Cartridge-based processing,Unknown,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,https://www.t2biosystems.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wEV,Taidoc Technology coporation,FORA DIAGNOSTICS COVID-19 Antigen Rapid test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.testamed.de/diagnostics/produkte/covid-19antigen-schnelltest,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000A9wEX,Taidoc Technology coporation,VTRUST COVID-19 Antigen Rapid test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.testamed.de/diagnostics/produkte/covid-19antigen-schnelltest,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000A9wDt,Taidoc Technology coporation,FORA COVID-19 Antigen Rapid test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; Taiwan FDA,https://www.testamed.de/diagnostics/produkte/covid-19antigen-schnelltest,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a2669000009z9fM,"Taizhou ZECEN Biotech Co., ltd.",SARS-CoV-2 IgG,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.zechengbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a2669000009z9fN,"Taizhou ZECEN Biotech Co., ltd.",SARS-CoV-2 IgM,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgM,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.zechengbio.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000Av8HX,Talis Biomedical Corporation,Talis One COVID-19 Test System,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; ORF1ab,Mid-turbinate swab,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,talis.bio/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9Z9,TargetingOne,Novel Coronavirus (SARS-CoV-2) nucleic acid detection kit (Digital PCR method),Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; ORF1ab,Unknown,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.targetingone.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wIu,Tata Medical and Diagnostics,Tata MD CHECK CRISPR SARS-CoV-2 Kit 1.0,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",S gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,100,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD; Other,https://www.tatamd.com/,india(?!.*ocea),India,Asia
a266900000B2eNN,TAUNS Laboratories Co.,ImunoAce SARS-CoV-2 II,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Unknown,No instrumentation is required,Manual,near Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan MHLW,NA,japan,Japan,Asia
a266900000B2eNX,TAUNS Laboratories Co.,Capilia SARS-CoV-2,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Unknown,No instrumentation is required,Manual,near Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan MHLW,NA,japan,Japan,Asia
a266900000B2lnD,TAUNS Laboratories Co.,Capilia SARS-CoV-2 II,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Saliva,No instrumentation is required,Manual,near Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan MHLW,NA,japan,Japan,Asia
a266900000A9wAg,TBG Biotechnology Corp,ExProbe SARS-CoV-2 Testing Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; RdRp gene,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,100,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,US FDA EUA; CE-IVD,https://www.tbgbio.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000BEWM4,TBG Biotechnology Corp,TBG SARS-CoV-2 IgG / IgM Rapid Test Kit,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wDu,TECNO-BIOS SRL,FAST-COVID-SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Other,No instrumentation is required,Manual,True Point of Care,0,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.tecnobios.com/,italy,Italy,Europe
a2669000009z9ZC,Tellgen Corporation,SARS-CoV-2 Nucleic acids detection kit based on Real-Time PCR platform,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; S gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,http://en.tellgen.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a2669000009z9fP,Tested Oy,SARSPLEX: Anti-SARS-CoV-2 IgM / IgG / IgA ELISA (measure individual Ig easily),Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG; IgM; IgA,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.tezted.com,finland,Finland,Europe
a266900000A9wIQ,Tetracore Inc.,T-COR 8 EZ--SARS-CoV-2 Real-Time RT-PCR Test,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene,Nasal swab,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9Zk,Tetracore Inc.,FlexImmArray SARS-CoV-2 Human IgG Antibody Test,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,https://www.tetracore.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009j2VG,The Doctors Laboratory Ltd,TDL Direct SARS CoV-2 (COVID-19) RT- PCR,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Unknown,Nasopharyngeal swab; Nasal swab,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MHRA UK,https://www.tdlpathology.com/covid-19/covid-19-pcr-assay/,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a266900000B5QGd,Therma Bright Inc,AcuVid COVID-19 Rapid Antigen Saliva Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.thermabright.com/,canada,Canada,North America
a2669000009z9cX,ThermoFisher Scientific,OmniPATH COVID-19 Total Antibody ELISA Test,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,Total Antibody,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wBK,ThermoFisher Scientific,TaqPath COVID-19 CE-IVD RT-PCR Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; S gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,Lab-based,100,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),WHO EUL; Japan MHLW; Brazil ANVISA; CE-IVD; MHRA UK,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000BF4x5,ThermoFisher Scientific,TaqPath COVID-19 Combo Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; S gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,Lab-based,180,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA; Australia TGA; Health Canada; Singapore HSA,thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AxhIA,ThermoFisher Scientific,TaqMan SARS-CoV-2 Mutation Panel,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",S gene,Nasopharyngeal swab,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,NA,No,NA,NA,NA,NA,NA,NA,None,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlN,ThermoFisher Scientific,Amplitude Solution with the TaqPath COVID-19 High-Throughput Combo Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; S gene; ORF1ab,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlO,ThermoFisher Scientific,"TaqPath COVID-19, FluA, FluB Combo Kit",Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; S gene,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,Unknown,Impact (analytical/clinical studies),Unknown,Unknown,Unknown,Potential impact (in silico analyses),US FDA EUA; MHRA UK,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlP,ThermoFisher Scientific,TaqPath COVID-19 RNase P Combo Kit 2.0,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; ORF1ab,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA; MHRA UK,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlQ,ThermoFisher Scientific,TaqPath COVID-19 Fast PCR Combo Kit 2.0,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; ORF1ab,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlW,ThermoFisher Scientific,TaqPath COVID-19 Pooling Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; S gene; ORF1ab,Nasopharyngeal swab; Nasal swab,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,Unknown,Impact (analytical/clinical studies),Unknown,Unknown,Unknown,Potential impact (in silico analyses),US FDA EUA,https://www.thermofisher.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QGe,Thyrolytics AB,Viraspec SARS-CoV-2 Antigen Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.thyrolytics.com,sweden,Sweden,Europe
a2669000009z9fQ,TIB Molbiol/Roche Diagnostics,LightMix Modular SARS-CoV-2 (COVID19 RdRP-gene,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",RdRp gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,https://www.tib-molbiol.de,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a2669000009z9fS,TIB Molbiol/Roche Diagnostics,LightMix Modular SARS-CoV-2 (COVID19) N-gene,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),None,https://www.tib-molbiol.de,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a2669000009j2ZJ,TIB Molbiol/Roche Diagnostics,Sarbeco E gene + EAV,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",E gene,Unknown,A proprietary/new instrument is required,Manual,Lab-based,NA,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD,https://www.tib-molbiol.de,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000B5QGf,TODA PHARMA,TODA CORONADIAG Ag,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.todapharma.com/,^(?!.*\bdep)(?!.*martinique).*france|french.?republic|\bgaul,France,Europe
a266900000B5QGg,TODA PHARMA,TODA Covdiag Saliva,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein; S-protein (type unknown),Sputum; Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.todapharma.com/,^(?!.*\bdep)(?!.*martinique).*france|french.?republic|\bgaul,France,Europe
a266900000A9wA5,Tody Laboratories Int.,Coronavirus (SARS-CoV-2) Neutralizing Antibody Rapid Test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.todylaboratories.com,r(o|u|ou)mania,Romania,Europe
a266900000A9w8U,Tody Laboratories Int.,Coronavirus (SARS-CoV 2) Antigen - Swab Specimen,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.todylaboratories.com,r(o|u|ou)mania,Romania,Europe
a266900000A9w8V,Tody Laboratories Int.,Coronavirus (SARS-CoV 2) Antigen - Oral Fluid,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Sputum,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.todylaboratories.com,r(o|u|ou)mania,Romania,Europe
a266900000B2cYd,Tosoh Corp,CL AIA-PACK SARS-CoV-2-Ag,Immunoassay,Intended for professional use only,Antigen,Chemiluminescent Immunoassay (CLIA),N-protein,Unknown,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan MHLW,NA,japan,Japan,Asia
a266900000B2cGU,Toyobo,ImmunoArrow SARS-CoV-2,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,near Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Japan MHLW,NA,japan,Japan,Asia
a266900000B5QGh,TP Medicare GmbH,Trueline COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.tp-medicare.de/,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9w6o,"TransGen Biotech Co., ltd.",SARS-CoV-2 Nucleic Acid Detection Kit (Multiplex Real Time RT-PCR ),Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,60,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a2669000009z9ZS,Translational Genomics Research Institute,TGen SARS-CoV-2 RT-PCR,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; S gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,https://www.tgen.org,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9fT,Trax Management Services Inc.,PhoenixDx 2019-CoV,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; RdRp gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; CE-IVD,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlY,Trax Management Services Inc.,PhoenixDx SARS-CoV-2 Multiplex,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,Lab-based,NA,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,US FDA EUA,https://shop.procomcure.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000AuhlZ,Trentron Biomedical ltd.,VitaPCR SARS-CoV-2 Gen 2 assay,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",Unknown,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,NA,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),CE-IVD; WHO EUL Under Assessment,https://www.credodxbiomed.com/en/,singapore,Singapore,Asia
a266900000A9wKB,"Triplex International Biosciences (China) Co., ltd.",Covid-19 Antigen Rapid Test Kit,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.tibchina.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wAU,Tulip Diagnostics (P) ltd.,COVISCREEN Rapid Double Antigen Screening test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM; IgA; Total Antibody,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,20,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; India CDSCO,https://tulipgroup.com,india(?!.*ocea),India,Asia
a266900000A9wAY,Tulip Diagnostics (P) ltd.,"PERKINELMER COVID-19 ANTIGEN TEST (NS, NP) CASSETTE TEST",Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,30,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; Other,https://tulipgroup.com,india(?!.*ocea),India,Asia
a266900000A9w6y,Tulip Diagnostics (P) ltd.,CoviRAT,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,NA,india(?!.*ocea),India,Asia
a266900000A9w6z,Tulip Diagnostics (P) ltd.,"PERKINELMER COVID-19 ANTIGEN TEST (NS, NP)",Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD; WHO EUL Under Assessment; Other,https://tulipgroup.com,india(?!.*ocea),India,Asia
a266900000A9wEE,Turklab,COVID-19 Ag test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,20,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://turklab.com.tr,turkey,Turkey,Europe
a266900000B2m57,Twist Bioscience,SARS-COV-2 NGS ASSAY,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",All genes,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,NA,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,US FDA EUA; CE-IVD,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wER,Ubiquitome,Liberty16 System,Molecular,Intended for self-testing (in development),RNA,"NAT reagent kit – open source",N gene,Nasopharyngeal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,60,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,None,http://www.ubiquitomebio.com/,new.?zealand,New Zealand,Oceania
a266900000A9w67,UD Shenzhen ltd.,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Test Kit(Co,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Oropharyngeal swab; Saliva,No instrumentation is required,Manual,True Point of Care,10,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.ud-bio.com/index.php?lang=en,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9wHy,Uh-Oh Labs Inc,Uh-Oh Labs COVID-19 Home System,Molecular,Intended for professional use only,RNA,Cartridge-based processing,Unknown,Nasal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,40,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9ZW,Ukrgentech,RT-PCR test kit for COVID-19 detection,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; RdRp gene,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.ukrgentech.com,ukrain,Ukraine,Europe
