date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng,name,region_availability,is_this_a_variant_detection_test,format_of_material_provided,qual_or_quant,storage_temp,performance_detail_submission_id,sensitivity,specificity,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,laboratory_point_of_care,time_to_result,performance_submission_title,type_data_source,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,target_patient_group,sample_type,total_number_samples,number_positive_samples,number_negative_samples,serovar_subtype,instrument_name,disease_target_phase,drug_resistance_target,other_drug_resistance_target,other_regulatory_status,who_technology_class,who_pipe
NA,Citest Diagnostics Inc.,a2r69000006Shig,Vibrio cholerae O139 (VC O139) Rapid Test Cassette,Canada,Region of the Americas,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://citestdiagnostics.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Vancouver,Yes,Canada,"Vancouver, Canada",49.26356506,-123.13857269,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Citest Diagnostics Inc.,a2r69000006Shie,Vibrio cholerae O1/O139 Combo Rapid Test Cassette,Canada,Region of the Americas,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://citestdiagnostics.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Vancouver,Yes,Canada,"Vancouver, Canada",49.26356506,-123.13857269,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Molbio Diagnostics Pvt. Ltd.,a2r69000006ShjK,Truenat Cholera,India,South-East Asian Region,Regulatory Achieved,India CDSCO,Molecular,NA,NA,NA,https://molbiodiagnostics.com,NA,NA,NA,Cholera,DNA,NA,Vibrio cholerae,Cholera CTX gene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cartridge-based processing,NA,NA,NA,near Point of Care,NA,Faeces; Stool (Faeces) Culture,NA,NA,"Verna Industrial Estate, Verna,",Yes,India,"Verna Industrial Estate, Verna,, India",15.34916973,73.93138885,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,Truelab Real Time Quantitative micro PCR platform,NA,NA,NA,NA,NA,NA
NA,Bioactiva diagnostica GmbH ,a2r69000006ShkA,Measles Virus IgM,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://bioactiva.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Bad Homburg vor der Höhe,Yes,Germany,"Bad Homburg vor der Höhe, Germany",50.22715378,8.61606026,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Nanjing Liming Bio-products Co., Ltd.",a2r69000006ShjC,StrongStep Vibrio cholerae O1 Antigen Rapid Test,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://limingbio.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Nanjing,Yes,China,"Nanjing, China",32.05852509,118.7964859,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1,NA,NA,NA,NA,NA,NA,NA
NA,"Nanjing Liming Bio-products Co., Ltd.",a2r69000006ShjB,StrongStep Vibrio cholerae O1/O139 Antigen Combo Rapid Test,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://limingbio.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Nanjing,Yes,China,"Nanjing, China",32.05852509,118.7964859,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Norgen Biotek Corporation,a2r69000006ShjR,Vibrio cholerae TaqMan PCR Detection Kit Dx,Canada,Region of the Americas,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://norgenbiotek.com,NA,NA,NA,Cholera,DNA,NA,Vibrio cholerae,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Faeces; Other,NA,NA,Thorold,Yes,Canada,"Thorold, Canada",43.12295532,-79.20641327,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,New Horizons Diagnostic Corporation,a2r69000006ShjP,SMART II Cholera O1,United States,Region of the Americas,Regulatory Achieved,Other,Immunoassay,NA,NA,NA,https://nhdiag.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Baltimore,Yes,United States,"Baltimore, United States",39.29044342,-76.61233521,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1,NA,NA,NA,NA,NA,NA,NA
NA,"Bio-Rad Laboratories, Inc.",a2r69000006Shkp,Bioplex 2200 MMRV IgG,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://bio-rad.com,NA,NA,NA,Measles; Other; Rubella,Antibody (serological),NA,Measles morbillivirus; Other; Rubella virus,Anti-MeV IgG; Anti-RuV IgG; Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Hercules,Yes,United States,"Hercules, United States",38.00691223,-122.26192474,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Bio-Rad Laboratories, Inc.",a2r69000006Shkq,Bioplex 2200 MMRV IgM,United States,Region of the Americas,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://bio-rad.com,NA,NA,NA,Measles; Other,Antibody (serological),NA,Measles morbillivirus; Other,Anti-MeV IgM; Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Hercules,Yes,United States,"Hercules, United States",38.00691223,-122.26192474,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiR,"VCO 139, VCO 1-O, & VCO 1-I STRIP FORMAT (ENV SAMPLE) (VC O COMBO (4-line))",Canada,Region of the Americas,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiS,VC O1-O & VC O1-I (TRI-LINE INDIRECT) CASSETTE FORMAT (ENV SAMPLE)(VC O1 COMBO),Canada,Region of the Americas,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiP,"VCO 139, VCO 1-O, & VCO 1-I CASSETTE FORMAT (ENV SAMPLE) (VC O COMBO (4-line))",Canada,Region of the Americas,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,"Zhejiang Orient Gene Biotech Co.,Ltd",a2r69000006Shjl,V. cholerae O1/O139 Ag Combo Rapid Test Cassette,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://orientgene.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Huzhou,Yes,China,"Huzhou, China",30.89249992,120.08750153,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiQ,VCO 139& VCO O1(TRI-LINE) STRIP FORMAT (ENV SAMPLE) (VC O COMBO (3-line)),Canada,Region of the Americas,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiO,VCO 139& VCO O1(TRI-LINE) CASSETTE FORMAT (ENV SAMPLE) (VC O COMBO (3-line)),Canada,Region of the Americas,Regulatory Achieved,CE-IVDD; Health Canada,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide; Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1; V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiL,VIBRIO CHOLERAE O139 TEST DEVICE CASSETTE FORMAT (VC O 139),Canada,Region of the Americas,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Helini Biomolecules,a2r69000006Shiy,Vibrio cholerae Real-time PCR Kit,India,South-East Asian Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://helini.in,NA,NA,NA,Cholera,DNA,NA,Vibrio cholerae,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Purified DNA,NA,NA,Chennai,Yes,India,"Chennai, India",13.07209206,80.20185852,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Liferiver Bio-Tech (US) Corp. / Shanghai ZJ Bio-Tech Co., Ltd.",a2r69000006Shjh,Vibrio Cholera O139 Real Time PCR Kit,United States,Region of the Americas,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://liferiverbiotech.com,NA,NA,NA,Cholera,DNA,NA,Vibrio cholerae,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Faeces; RETIRE Water (environmental sample),NA,NA,La Jolla,Yes,United States,"La Jolla, United States",32.83867645,-117.25404358,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,Artron Laboratories Inc.,a2r69000006ShiM,VIBRIO CHOLERAE O139 TEST DEVICE STRIP FORMAT (VC O 139),Canada,Region of the Americas,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://artronlab.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O139 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces; RETIRE Water (environmental sample),NA,NA,Burnaby,Yes,Canada,"Burnaby, Canada",49.24377441,-122.98169708,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O139,NA,NA,NA,NA,NA,NA,NA
NA,HiMedia Laboratories Pvt ltd.,a2r69000006Shiz,Hi-PCR Vibrio cholerae SYBr PCR Kit,India,South-East Asian Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://himedialabs.com,NA,NA,NA,Cholera,DNA,NA,Vibrio cholerae,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Purified DNA,NA,NA,Mumbai,Yes,India,"Mumbai, India",18.96904755,72.82118225,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Liferiver Bio-Tech (US) Corp. / Shanghai ZJ Bio-Tech Co., Ltd.",a2r69000006Shji,Vibrio Cholera (Gene CTX) Real Time PCR Kit 01,United States,Region of the Americas,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://liferiverbiotech.com,NA,NA,NA,Cholera,DNA,NA,Vibrio cholerae,Cholera CTX gene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,NA,NA,Lab-based,NA,Faeces; RETIRE Water (environmental sample),NA,NA,La Jolla,Yes,United States,"La Jolla, United States",32.83867645,-117.25404358,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,"Zhejiang Orient Gene Biotech Co.,Ltd",a2r69000006Shjm,V. cholerae O1 Ag Rapid Test Cassette,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://orientgene.com,NA,NA,NA,Cholera,Antigen,NA,Vibrio cholerae,Cholera O1 Lipopolysaccharide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,NA,NA,True Point of Care,NA,Faeces,NA,NA,Huzhou,Yes,China,"Huzhou, China",30.89249992,120.08750153,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V.cholerae O1,NA,NA,NA,NA,NA,NA,NA
NA,Diagnostic Automation / Cortez Diagnostics (DACD),a2r69000006Shl8,Measles IgG ELISA Test,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://rapidtest.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Woodland Hills,Yes,United States,"Woodland Hills, United States",34.16761398,-118.60451508,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Diagnostic Automation / Cortez Diagnostics (DACD),a2r69000006Shl9,Measles IgG IFA Kit - (Immunofluorescence Assay),United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://rapidtest.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Woodland Hills,Yes,United States,"Woodland Hills, United States",34.16761398,-118.60451508,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,Diagnostic Automation / Cortez Diagnostics (DACD),a2r69000006Shl7,Measles IgM ELISA Test,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,NA,NA,NA,https://rapidtest.com,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Serum,NA,NA,Woodland Hills,Yes,United States,"Woodland Hills, United States",34.16761398,-118.60451508,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,NovaTec Immundiagnostica GmbH,a2r69000006ShkT,Rubella Virus IgG,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://novatec-id.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum; Other,NA,NA,Dietzenbach,Yes,Germany,"Dietzenbach, Germany",50.00973892,8.77932072,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,DIA.PRO Diagnostic Bioprobes S.r.l.,a2r69000006Shl4,Measles virus IgM – ELISA,Italy,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://diapro.it,NA,NA,NA,Measles,Antibody (serological),NA,Measles morbillivirus,Anti-MeV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum,NA,NA,Sesto San Giovanni,Yes,Italy,"Sesto San Giovanni, Italy",45.53585815,9.23888969,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
NA,NovaTec Immundiagnostica GmbH,a2r69000006ShkU,Rubella Virus IgM μ-capture,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://novatec-id.com,NA,NA,NA,Rubella,Antibody (serological),NA,Rubella virus,Anti-RuV IgM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,NA,NA,Lab-based,NA,Plasma; Serum; Other,NA,NA,Dietzenbach,Yes,Germany,"Dietzenbach, Germany",50.00973892,8.77932072,outbreaks_testdir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA
